"ray/tune/info/num_steps_sampled","oracle_noise: 160 - _step","oracle_noise: 160 - _step__MIN","oracle_noise: 160 - _step__MAX","oracle_noise: 160 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 160 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 160 - ray/tune/custom_metrics/prediction_error_mean__MAX","oracle_noise: 140 - _step","oracle_noise: 140 - _step__MIN","oracle_noise: 140 - _step__MAX","oracle_noise: 140 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 140 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 140 - ray/tune/custom_metrics/prediction_error_mean__MAX","oracle_noise: 120 - _step","oracle_noise: 120 - _step__MIN","oracle_noise: 120 - _step__MAX","oracle_noise: 120 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 120 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 120 - ray/tune/custom_metrics/prediction_error_mean__MAX","oracle_noise: 90 - _step","oracle_noise: 90 - _step__MIN","oracle_noise: 90 - _step__MAX","oracle_noise: 90 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 90 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 90 - ray/tune/custom_metrics/prediction_error_mean__MAX","oracle_noise: 60 - _step","oracle_noise: 60 - _step__MIN","oracle_noise: 60 - _step__MAX","oracle_noise: 60 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 60 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 60 - ray/tune/custom_metrics/prediction_error_mean__MAX","oracle_noise: 20 - _step","oracle_noise: 20 - _step__MIN","oracle_noise: 20 - _step__MAX","oracle_noise: 20 - ray/tune/custom_metrics/prediction_error_mean","oracle_noise: 20 - ray/tune/custom_metrics/prediction_error_mean__MIN","oracle_noise: 20 - ray/tune/custom_metrics/prediction_error_mean__MAX"
"1600","15","15","15","0.41157639026641846","0.41157639026641846","0.41157639026641846","15","15","15","0.3217746615409851","0.3172586262226105","0.32629069685935974","15","15","15","0.2886117696762085","0.2886117696762085","0.2886117696762085","15","15","15","0.17649681866168976","0.17649681866168976","0.17649681866168976","15","15","15","0.09737828373908997","0.09737828373908997","0.09737828373908997","15","15","15","0.0004908849368803203","0.0004908849368803203","0.0004908849368803203"
"1700","16","16","16","0.37081560492515564","0.37081560492515564","0.37081560492515564","16","16","16","0.32725730538368225","0.28557735681533813","0.36893725395202637","16","16","16","0.22554656863212585","0.22554656863212585","0.22554656863212585","16","16","16","0.1462351679801941","0.1462351679801941","0.1462351679801941","16","16","16","0.1061578169465065","0.1061578169465065","0.1061578169465065","16","16","16","0.006125150714069605","0.006125150714069605","0.006125150714069605"
"1800","17","17","17","0.3834642767906189","0.3834642767906189","0.3834642767906189","17","17","17","0.2961353361606598","0.291643887758255","0.3006267845630646","17","17","17","0.27558398246765137","0.27558398246765137","0.27558398246765137","17","17","17","0.16247041523456573","0.16247041523456573","0.16247041523456573","17","17","17","0.0826387107372284","0.0826387107372284","0.0826387107372284","17","17","17","0.012175840325653553","0.012175840325653553","0.012175840325653553"
"1900","18","18","18","0.4551895558834076","0.4551895558834076","0.4551895558834076","18","18","18","0.3534287363290787","0.3497698903083801","0.3570875823497772","18","18","18","0.3514350950717926","0.3514350950717926","0.3514350950717926","18","18","18","0.22012804448604584","0.22012804448604584","0.22012804448604584","18","18","18","0.09334003925323486","0.09334003925323486","0.09334003925323486","18","18","18","0.020026687532663345","0.020026687532663345","0.020026687532663345"
"2000","19","19","19","0.4588291049003601","0.4588291049003601","0.4588291049003601","19","19","19","0.3088892847299576","0.2894049882888794","0.32837358117103577","19","19","19","0.2630726099014282","0.2630726099014282","0.2630726099014282","19","19","19","0.21926464140415192","0.21926464140415192","0.21926464140415192","19","19","19","0.12125391513109207","0.12125391513109207","0.12125391513109207","19","19","19","0.0037798909470438957","0.0037798909470438957","0.0037798909470438957"
"2100","20","20","20","0.4862520098686218","0.4862520098686218","0.4862520098686218","20","20","20","0.33392851054668427","0.29914140701293945","0.3687156140804291","20","20","20","0.259969025850296","0.259969025850296","0.259969025850296","20","20","20","0.21061518788337708","0.21061518788337708","0.21061518788337708","20","20","20","0.1297610104084015","0.1297610104084015","0.1297610104084015","20","20","20","0.022488242015242577","0.022488242015242577","0.022488242015242577"
"2200","21","21","21","0.4577625095844269","0.4577625095844269","0.4577625095844269","21","21","21","0.3353339582681656","0.31224486231803894","0.35842305421829224","21","21","21","0.26190385222435","0.26190385222435","0.26190385222435","21","21","21","0.22646883130073547","0.22646883130073547","0.22646883130073547","21","21","21","0.04939144477248192","0.04939144477248192","0.04939144477248192","21","21","21","0.0018331259489059448","0.0018331259489059448","0.0018331259489059448"
"2300","22","22","22","0.428688645362854","0.428688645362854","0.428688645362854","22","22","22","0.3028087019920349","0.3018752336502075","0.3037421703338623","22","22","22","0.27172112464904785","0.27172112464904785","0.27172112464904785","22","22","22","0.20137056708335876","0.20137056708335876","0.20137056708335876","22","22","22","0.10006501525640488","0.10006501525640488","0.10006501525640488","22","22","22","0.0035485264379531145","0.0035485264379531145","0.0035485264379531145"
"2400","23","23","23","0.4637990891933441","0.4637990891933441","0.4637990891933441","23","23","23","0.34419362246990204","0.33065325021743774","0.35773399472236633","23","23","23","0.28268131613731384","0.28268131613731384","0.28268131613731384","23","23","23","0.2155536562204361","0.2155536562204361","0.2155536562204361","23","23","23","0.08944820612668991","0.08944820612668991","0.08944820612668991","23","23","23","0.01747763901948929","0.01747763901948929","0.01747763901948929"
"2500","24","24","24","0.3878057301044464","0.3878057301044464","0.3878057301044464","24","24","24","0.34749361872673035","0.3031194508075714","0.3918677866458893","24","24","24","0.30031707882881165","0.30031707882881165","0.30031707882881165","24","24","24","0.24604161083698273","0.24604161083698273","0.24604161083698273","24","24","24","0.08104128390550613","0.08104128390550613","0.08104128390550613","24","24","24","-0.00001238895765709458","-0.00001238895765709458","-0.00001238895765709458"
"2600","25","25","25","0.4368228316307068","0.4368228316307068","0.4368228316307068","25","25","25","0.33446528017520905","0.2993403673171997","0.3695901930332184","25","25","25","0.26720094680786133","0.26720094680786133","0.26720094680786133","25","25","25","0.1448533982038498","0.1448533982038498","0.1448533982038498","25","25","25","0.10714581608772278","0.10714581608772278","0.10714581608772278","25","25","25","0.014310098253190517","0.014310098253190517","0.014310098253190517"
"2700","26","26","26","0.46315228939056396","0.46315228939056396","0.46315228939056396","26","26","26","0.39692385494709015","0.3691534698009491","0.4246942400932312","26","26","26","0.25350868701934814","0.25350868701934814","0.25350868701934814","26","26","26","0.1955716609954834","0.1955716609954834","0.1955716609954834","26","26","26","0.07166175544261932","0.07166175544261932","0.07166175544261932","26","26","26","0.012410113587975502","0.012410113587975502","0.012410113587975502"
"2800","27","27","27","0.38503769040107727","0.38503769040107727","0.38503769040107727","27","27","27","0.3613063395023346","0.3423945903778076","0.3802180886268616","27","27","27","0.25146397948265076","0.25146397948265076","0.25146397948265076","27","27","27","0.18874622881412506","0.18874622881412506","0.18874622881412506","27","27","27","0.10284198820590973","0.10284198820590973","0.10284198820590973","27","27","27","0.030563246458768845","0.030563246458768845","0.030563246458768845"
"2900","28","28","28","0.4260808229446411","0.4260808229446411","0.4260808229446411","28","28","28","0.3165423572063446","0.3068999648094177","0.3261847496032715","28","28","28","0.2514328360557556","0.2514328360557556","0.2514328360557556","28","28","28","0.19924837350845337","0.19924837350845337","0.19924837350845337","28","28","28","0.12982068955898285","0.12982068955898285","0.12982068955898285","28","28","28","0.012207056395709515","0.012207056395709515","0.012207056395709515"
"3000","29","29","29","0.40024784207344055","0.40024784207344055","0.40024784207344055","29","29","29","0.32455895841121674","0.30416354537010193","0.34495437145233154","29","29","29","0.28690773248672485","0.28690773248672485","0.28690773248672485","29","29","29","0.2218719869852066","0.2218719869852066","0.2218719869852066","29","29","29","0.07783804088830948","0.07783804088830948","0.07783804088830948","29","29","29","0.028294501826167107","0.028294501826167107","0.028294501826167107"
"3100","30","30","30","0.3155733346939087","0.3155733346939087","0.3155733346939087","30","30","30","0.3256862759590149","0.3072466552257538","0.344125896692276","30","30","30","0.2555755376815796","0.2555755376815796","0.2555755376815796","30","30","30","0.23963189125061035","0.23963189125061035","0.23963189125061035","30","30","30","0.07787466049194336","0.07787466049194336","0.07787466049194336","30","30","30","0.004722703248262405","0.004722703248262405","0.004722703248262405"
"3200","31","31","31","0.4430668354034424","0.4430668354034424","0.4430668354034424","31","31","31","0.3406524360179901","0.3064908981323242","0.374813973903656","31","31","31","0.2762715816497803","0.2762715816497803","0.2762715816497803","31","31","31","0.1637832373380661","0.1637832373380661","0.1637832373380661","31","31","31","0.11525803804397583","0.11525803804397583","0.11525803804397583","31","31","31","0.004261265508830547","0.004261265508830547","0.004261265508830547"
"3300","32","32","32","0.42945051193237305","0.42945051193237305","0.42945051193237305","32","32","32","0.3629390001296997","0.3498106598854065","0.3760673403739929","32","32","32","0.2581758499145508","0.2581758499145508","0.2581758499145508","32","32","32","0.17115937173366547","0.17115937173366547","0.17115937173366547","32","32","32","0.06620796024799347","0.06620796024799347","0.06620796024799347","32","32","32","0.00387953850440681","0.00387953850440681","0.00387953850440681"
"3400","33","33","33","0.3434993028640747","0.3434993028640747","0.3434993028640747","33","33","33","0.3632335215806961","0.34896373748779297","0.37750330567359924","33","33","33","0.25987812876701355","0.25987812876701355","0.25987812876701355","33","33","33","0.21308037638664246","0.21308037638664246","0.21308037638664246","33","33","33","0.11779619008302689","0.11779619008302689","0.11779619008302689","33","33","33","0.006774000357836485","0.006774000357836485","0.006774000357836485"
"3500","34","34","34","0.41427189111709595","0.41427189111709595","0.41427189111709595","34","34","34","0.3788084536790848","0.33408322930336","0.42353367805480957","34","34","34","0.22429440915584564","0.22429440915584564","0.22429440915584564","34","34","34","0.20705640316009521","0.20705640316009521","0.20705640316009521","34","34","34","0.10576309263706207","0.10576309263706207","0.10576309263706207","34","34","34","0.020362941548228264","0.020362941548228264","0.020362941548228264"
"3600","35","35","35","0.4181861877441406","0.4181861877441406","0.4181861877441406","35","35","35","0.4085453152656555","0.39881595969200134","0.4182746708393097","35","35","35","0.3542839586734772","0.3542839586734772","0.3542839586734772","35","35","35","0.16756325960159302","0.16756325960159302","0.16756325960159302","35","35","35","0.0706465020775795","0.0706465020775795","0.0706465020775795","35","35","35","0.005409149918705225","0.005409149918705225","0.005409149918705225"
"3700","36","36","36","0.39774951338768005","0.39774951338768005","0.39774951338768005","36","36","36","0.3305005878210068","0.31501030921936035","0.3459908664226532","36","36","36","0.23676961660385132","0.23676961660385132","0.23676961660385132","36","36","36","0.1400565505027771","0.1400565505027771","0.1400565505027771","36","36","36","0.11429913341999054","0.11429913341999054","0.11429913341999054","36","36","36","0.012464682571589947","0.012464682571589947","0.012464682571589947"
"3800","37","37","37","0.3445511758327484","0.3445511758327484","0.3445511758327484","37","37","37","0.3713715970516205","0.31913429498672485","0.4236088991165161","37","37","37","0.2704899311065674","0.2704899311065674","0.2704899311065674","37","37","37","0.18889980018138885","0.18889980018138885","0.18889980018138885","37","37","37","0.0957978367805481","0.0957978367805481","0.0957978367805481","37","37","37","-0.0020302440971136093","-0.0020302440971136093","-0.0020302440971136093"
"3900","38","38","38","0.5219292044639587","0.5219292044639587","0.5219292044639587","38","38","38","0.3389089107513428","0.3031267523765564","0.37469106912612915","38","38","38","0.33339375257492065","0.33339375257492065","0.33339375257492065","38","38","38","0.19600677490234375","0.19600677490234375","0.19600677490234375","38","38","38","0.12410160154104233","0.12410160154104233","0.12410160154104233","38","38","38","0.016638675704598427","0.016638675704598427","0.016638675704598427"
"4000","39","39","39","0.4200558662414551","0.4200558662414551","0.4200558662414551","39","39","39","0.3410971909761429","0.31144797801971436","0.3707464039325714","39","39","39","0.3176833987236023","0.3176833987236023","0.3176833987236023","39","39","39","0.24748805165290833","0.24748805165290833","0.24748805165290833","39","39","39","0.07226058095693588","0.07226058095693588","0.07226058095693588","39","39","39","0.018784062936902046","0.018784062936902046","0.018784062936902046"
"4100","40","40","40","0.42455729842185974","0.42455729842185974","0.42455729842185974","40","40","40","0.3415234386920929","0.2656770348548889","0.4173698425292969","40","40","40","0.24618130922317505","0.24618130922317505","0.24618130922317505","40","40","40","0.2086772322654724","0.2086772322654724","0.2086772322654724","40","40","40","0.10667739063501358","0.10667739063501358","0.10667739063501358","40","40","40","0.01888720504939556","0.01888720504939556","0.01888720504939556"
"4200","41","41","41","0.4029172956943512","0.4029172956943512","0.4029172956943512","41","41","41","0.31907662749290466","0.30492347478866577","0.33322978019714355","41","41","41","0.31670090556144714","0.31670090556144714","0.31670090556144714","41","41","41","0.203689306974411","0.203689306974411","0.203689306974411","41","41","41","0.10235673934221268","0.10235673934221268","0.10235673934221268","41","41","41","0.0005735547165386379","0.0005735547165386379","0.0005735547165386379"
"4300","42","42","42","0.40632766485214233","0.40632766485214233","0.40632766485214233","42","42","42","0.34880465269088745","0.3466736376285553","0.3509356677532196","42","42","42","0.23357030749320984","0.23357030749320984","0.23357030749320984","42","42","42","0.1811961680650711","0.1811961680650711","0.1811961680650711","42","42","42","0.09716594964265823","0.09716594964265823","0.09716594964265823","42","42","42","0.013375576585531235","0.013375576585531235","0.013375576585531235"
"4400","43","43","43","0.387308269739151","0.387308269739151","0.387308269739151","43","43","43","0.3555852621793747","0.3199031352996826","0.3912673890590668","43","43","43","0.27502378821372986","0.27502378821372986","0.27502378821372986","43","43","43","0.20454072952270508","0.20454072952270508","0.20454072952270508","43","43","43","0.14521782100200653","0.14521782100200653","0.14521782100200653","43","43","43","0.0039378260262310505","0.0039378260262310505","0.0039378260262310505"
"4500","44","44","44","0.36705830693244934","0.36705830693244934","0.36705830693244934","44","44","44","0.40042082965373993","0.3835717737674713","0.41726988554000854","44","44","44","0.27272626757621765","0.27272626757621765","0.27272626757621765","44","44","44","0.17218175530433655","0.17218175530433655","0.17218175530433655","44","44","44","0.08430646359920502","0.08430646359920502","0.08430646359920502","44","44","44","0.011782116256654263","0.011782116256654263","0.011782116256654263"
"4600","45","45","45","0.431672066450119","0.431672066450119","0.431672066450119","45","45","45","0.41382306814193726","0.4031725823879242","0.4244735538959503","45","45","45","0.2997146546840668","0.2997146546840668","0.2997146546840668","45","45","45","0.15521536767482758","0.15521536767482758","0.15521536767482758","45","45","45","0.0862075611948967","0.0862075611948967","0.0862075611948967","45","45","45","0.007511665113270283","0.007511665113270283","0.007511665113270283"
"4700","46","46","46","0.4842167794704437","0.4842167794704437","0.4842167794704437","46","46","46","0.36070817708969116","0.3594532012939453","0.361963152885437","46","46","46","0.2896472215652466","0.2896472215652466","0.2896472215652466","46","46","46","0.13186074793338776","0.13186074793338776","0.13186074793338776","46","46","46","0.11534224450588226","0.11534224450588226","0.11534224450588226","46","46","46","0.014878231100738049","0.014878231100738049","0.014878231100738049"
"4800","47","47","47","0.5041394233703613","0.5041394233703613","0.5041394233703613","47","47","47","0.38069967925548553","0.3566300570964813","0.40476930141448975","47","47","47","0.2808130085468292","0.2808130085468292","0.2808130085468292","47","47","47","0.19850364327430725","0.19850364327430725","0.19850364327430725","47","47","47","0.09609071910381317","0.09609071910381317","0.09609071910381317","47","47","47","0.02174069732427597","0.02174069732427597","0.02174069732427597"
"4900","48","48","48","0.4189230799674988","0.4189230799674988","0.4189230799674988","48","48","48","0.4192543923854828","0.41364914178848267","0.4248596429824829","48","48","48","0.2672283351421356","0.2672283351421356","0.2672283351421356","48","48","48","0.20952855050563812","0.20952855050563812","0.20952855050563812","48","48","48","0.07722258567810059","0.07722258567810059","0.07722258567810059","48","48","48","0.0008141467114910483","0.0008141467114910483","0.0008141467114910483"
"5000","49","49","49","0.5290276408195496","0.5290276408195496","0.5290276408195496","49","49","49","0.35166019201278687","0.3048303425312042","0.3984900414943695","49","49","49","0.3226499557495117","0.3226499557495117","0.3226499557495117","49","49","49","0.2365131974220276","0.2365131974220276","0.2365131974220276","49","49","49","0.12495540827512741","0.12495540827512741","0.12495540827512741","49","49","49","0.006394240539520979","0.006394240539520979","0.006394240539520979"
"5100","50","50","50","0.4325573742389679","0.4325573742389679","0.4325573742389679","50","50","50","0.37488946318626404","0.32269787788391113","0.42708104848861694","50","50","50","0.25170645117759705","0.25170645117759705","0.25170645117759705","50","50","50","0.2790558636188507","0.2790558636188507","0.2790558636188507","50","50","50","0.08169817179441452","0.08169817179441452","0.08169817179441452","50","50","50","0.023816591128706932","0.023816591128706932","0.023816591128706932"
"5200","51","51","51","0.4814057946205139","0.4814057946205139","0.4814057946205139","51","51","51","0.42227984964847565","0.4170643389225006","0.4274953603744507","51","51","51","0.30061718821525574","0.30061718821525574","0.30061718821525574","51","51","51","0.2260293811559677","0.2260293811559677","0.2260293811559677","51","51","51","0.11052223294973373","0.11052223294973373","0.11052223294973373","51","51","51","0.020858997479081154","0.020858997479081154","0.020858997479081154"
"5300","52","52","52","0.4381171762943268","0.4381171762943268","0.4381171762943268","52","52","52","0.3645751029253006","0.3063748776912689","0.4227753281593323","52","52","52","0.2844159007072449","0.2844159007072449","0.2844159007072449","52","52","52","0.20203441381454468","0.20203441381454468","0.20203441381454468","52","52","52","0.08573772758245468","0.08573772758245468","0.08573772758245468","52","52","52","0.028480084612965584","0.028480084612965584","0.028480084612965584"
"5400","53","53","53","0.4319824278354645","0.4319824278354645","0.4319824278354645","53","53","53","0.395324245095253","0.3896283209323883","0.4010201692581177","53","53","53","0.37663623690605164","0.37663623690605164","0.37663623690605164","53","53","53","0.20523114502429962","0.20523114502429962","0.20523114502429962","53","53","53","0.1094377189874649","0.1094377189874649","0.1094377189874649","53","53","53","0.010330947116017342","0.010330947116017342","0.010330947116017342"
"5500","54","54","54","0.569904625415802","0.569904625415802","0.569904625415802","54","54","54","0.4459984302520752","0.38800036907196045","0.5039964914321899","54","54","54","0.36635103821754456","0.36635103821754456","0.36635103821754456","54","54","54","0.2217058688402176","0.2217058688402176","0.2217058688402176","54","54","54","0.07966668158769608","0.07966668158769608","0.07966668158769608","54","54","54","-0.004134278278797865","-0.004134278278797865","-0.004134278278797865"
"5600","55","55","55","0.45244720578193665","0.45244720578193665","0.45244720578193665","55","55","55","0.3476220965385437","0.33274024724960327","0.36250394582748413","55","55","55","0.3203045427799225","0.3203045427799225","0.3203045427799225","55","55","55","0.23060289025306702","0.23060289025306702","0.23060289025306702","55","55","55","0.11908558011054993","0.11908558011054993","0.11908558011054993","55","55","55","0.01955198124051094","0.01955198124051094","0.01955198124051094"
"5700","56","56","56","0.5006128549575806","0.5006128549575806","0.5006128549575806","56","56","56","0.4609553664922714","0.4199916422367096","0.5019190907478333","56","56","56","0.35508841276168823","0.35508841276168823","0.35508841276168823","56","56","56","0.16998079419136047","0.16998079419136047","0.16998079419136047","56","56","56","0.1387622058391571","0.1387622058391571","0.1387622058391571","56","56","56","0.015988506376743317","0.015988506376743317","0.015988506376743317"
"5800","57","57","57","0.40537065267562866","0.40537065267562866","0.40537065267562866","57","57","57","0.39538203179836273","0.3382810652256012","0.45248299837112427","57","57","57","0.28834518790245056","0.28834518790245056","0.28834518790245056","57","57","57","0.18493980169296265","0.18493980169296265","0.18493980169296265","57","57","57","0.09300125390291214","0.09300125390291214","0.09300125390291214","57","57","57","0.0005537861143238842","0.0005537861143238842","0.0005537861143238842"
"5900","58","58","58","0.5275601148605347","0.5275601148605347","0.5275601148605347","58","58","58","0.3614613860845566","0.3498596251010895","0.3730631470680237","58","58","58","0.3499978184700012","0.3499978184700012","0.3499978184700012","58","58","58","0.16517388820648193","0.16517388820648193","0.16517388820648193","58","58","58","0.10844206809997559","0.10844206809997559","0.10844206809997559","58","58","58","0.020258760079741478","0.020258760079741478","0.020258760079741478"
