"ray/tune/custom_metrics/real_step_mean","planning_num_data: honest-bee-2883 - _step","planning_num_data: honest-bee-2883 - _step__MIN","planning_num_data: honest-bee-2883 - _step__MAX","planning_num_data: honest-bee-2883 - ray/tune/custom_metrics/energy_cost_mean","planning_num_data: honest-bee-2883 - ray/tune/custom_metrics/energy_cost_mean__MIN","planning_num_data: honest-bee-2883 - ray/tune/custom_metrics/energy_cost_mean__MAX","planning_num_data: 500 - _step","planning_num_data: 500 - _step__MIN","planning_num_data: 500 - _step__MAX","planning_num_data: 500 - ray/tune/custom_metrics/energy_cost_mean","planning_num_data: 500 - ray/tune/custom_metrics/energy_cost_mean__MIN","planning_num_data: 500 - ray/tune/custom_metrics/energy_cost_mean__MAX","planning_num_data: 30000 - _step","planning_num_data: 30000 - _step__MIN","planning_num_data: 30000 - _step__MAX","planning_num_data: 30000 - ray/tune/custom_metrics/energy_cost_mean","planning_num_data: 30000 - ray/tune/custom_metrics/energy_cost_mean__MIN","planning_num_data: 30000 - ray/tune/custom_metrics/energy_cost_mean__MAX","planning_num_data: 10000 - _step","planning_num_data: 10000 - _step__MIN","planning_num_data: 10000 - _step__MAX","planning_num_data: 10000 - ray/tune/custom_metrics/energy_cost_mean","planning_num_data: 10000 - ray/tune/custom_metrics/energy_cost_mean__MIN","planning_num_data: 10000 - ray/tune/custom_metrics/energy_cost_mean__MAX","planning_num_data: 1000 - _step","planning_num_data: 1000 - _step__MIN","planning_num_data: 1000 - _step__MAX","planning_num_data: 1000 - ray/tune/custom_metrics/energy_cost_mean","planning_num_data: 1000 - ray/tune/custom_metrics/energy_cost_mean__MIN","planning_num_data: 1000 - ray/tune/custom_metrics/energy_cost_mean__MAX"
"34.4900016784668","","","","","","","","","","","","","1","1","1","103.9167709350586","103.9167709350586","103.9167709350586","","","","","","","","","","","",""
"35.41999816894531","","","","","","","","","","","","","","","","","","","","","","","","","17","17","17","108.83639526367188","108.83639526367188","108.83639526367188"
"36.150001525878906","","","","","","","11","11","11","112.33085632324219","112.33085632324219","112.33085632324219","","","","","","","","","","","","","","","","","",""
"37.68000030517578","","","","","","","","","","","","","","","","","","","","","","","","","18","18","18","107.07479095458984","107.07479095458984","107.07479095458984"
"38.63999938964844","","","","","","","12","12","12","107.76577758789062","107.76577758789062","107.76577758789062","","","","","","","","","","","","","","","","","",""
"40.779998779296875","","","","","","","13","13","13","114.12984466552734","114.12984466552734","114.12984466552734","","","","","","","","","","","","","","","","","",""
"40.959999084472656","","","","","","","","","","","","","","","","","","","","","","","","","19","19","19","110.63545227050781","110.63545227050781","110.63545227050781"
"43.349998474121094","","","","","","","14","14","14","106.04505157470703","106.04505157470703","106.04505157470703","","","","","","","","","","","","","","","","","",""
"43.689998626708984","","","","","","","","","","","","","","","","","","","1","1","1","112.28009796142578","112.28009796142578","112.28009796142578","","","","","",""
"44.720001220703125","","","","","","","","","","","","","","","","","","","","","","","","","20","20","20","107.71336364746094","107.71336364746094","107.71336364746094"
"47.290000915527344","","","","","","","15","15","15","101.91416931152344","101.91416931152344","101.91416931152344","","","","","","","","","","","","","","","","","",""
"47.9900016784668","","","","","","","","","","","","","","","","","","","","","","","","","21","21","21","106.62664794921875","106.62664794921875","106.62664794921875"
"49.7599983215332","","","","","","","","","","","","","","","","","","","","","","","","","22","22","22","106.5656509399414","106.5656509399414","106.5656509399414"
"50.494998931884766","0","0","0","113.8876953125","113.8876953125","113.8876953125","","","","","","","","","","","","","","","","","","","","","","","",""
"52.04999923706055","","","","","","","16","16","16","112.19466400146484","112.19466400146484","112.19466400146484","","","","","","","","","","","","","","","","","",""
"52.33000183105469","","","","","","","","","","","","","","","","","","","","","","","","","23","23","23","105.05448150634766","105.05448150634766","105.05448150634766"
"54.9900016784668","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","104.79957580566406","104.79957580566406","104.79957580566406"
"55.20000076293945","","","","","","","17","17","17","108.56570434570312","108.56570434570312","108.56570434570312","","","","","","","","","","","","","","","","","",""
"56.310001373291016","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","108.14942169189453","108.14942169189453","108.14942169189453"
"58.290000915527344","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","109.84840393066406","109.84840393066406","109.84840393066406"
"60.79999923706055","","","","","","","18","18","18","110.1661148071289","110.1661148071289","110.1661148071289","","","","","","","","","","","","","","","","","",""
"63.41999816894531","","","","","","","","","","","","","2","2","2","105.16004180908203","105.16004180908203","105.16004180908203","","","","","","","","","","","",""
"65.54000091552734","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","105.55252075195312","105.55252075195312","105.55252075195312"
"66.18000030517578","","","","","","","19","19","19","111.46276092529297","111.46276092529297","111.46276092529297","","","","","","","","","","","","","","","","","",""
"67.5199966430664","","","","","","","","","","","","","","","","","","","2","2","2","107.19148254394531","107.19148254394531","107.19148254394531","","","","","",""
"68.12000274658203","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","108.59362030029297","108.59362030029297","108.59362030029297"
"70.66999816894531","","","","","","","20","20","20","102.36283111572266","102.36283111572266","102.36283111572266","","","","","","","","","","","","","","","","","",""
"72.81999969482422","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","108.64604949951172","108.64604949951172","108.64604949951172"
"74.19999694824219","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","109.07957458496094","109.07957458496094","109.07957458496094"
"74.4800033569336","","","","","","","21","21","21","105.62794494628906","105.62794494628906","105.62794494628906","","","","","","","","","","","","","","","","","",""
"77.61000061035156","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","106.24977111816406","106.24977111816406","106.24977111816406"
"80.56999969482422","","","","","","","22","22","22","107.27952575683594","107.27952575683594","107.27952575683594","","","","","","","","","","","","","","","","","",""
"81.7699966430664","","","","","","","","","","","","","","","","","","","","","","","","","32","32","32","108.17053985595703","108.17053985595703","108.17053985595703"
"86.12000274658203","","","","","","","23","23","23","112.91543579101562","112.91543579101562","112.91543579101562","","","","","","","","","","","","","","","","","",""
"86.62999725341797","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","102.97199249267578","102.97199249267578","102.97199249267578"
"91.05999755859375","","","","","","","24","24","24","103.16300201416016","103.16300201416016","103.16300201416016","","","","","","","","","","","","","","","","","",""
"92.93000030517578","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","104.55168151855469","104.55168151855469","104.55168151855469"
"95.33999633789062","","","","","","","25","25","25","109.74549102783203","109.74549102783203","109.74549102783203","","","","","","","","","","","","","","","","","",""
"96.33000183105469","","","","","","","","","","","","","","","","","","","3","3","3","108.52205657958984","108.52205657958984","108.52205657958984","","","","","",""
"96.3499984741211","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","105.44170379638672","105.44170379638672","105.44170379638672"
"97.04000091552734","","","","","","","","","","","","","3","3","3","101.75358581542969","101.75358581542969","101.75358581542969","","","","","","","","","","","",""
"100.79000091552734","","","","","","","26","26","26","104.16962432861328","104.16962432861328","104.16962432861328","","","","","","","","","","","","","","","","","",""
"100.87999725341797","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","106.47679901123047","106.47679901123047","106.47679901123047"
"103.47000122070312","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","105.79304504394531","105.79304504394531","105.79304504394531"
"106.08999633789062","","","","","","","27","27","27","106.40194702148438","106.40194702148438","106.40194702148438","","","","","","","","","","","","","","","","","",""
"106.69999694824219","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","106.8439712524414","106.8439712524414","106.8439712524414"
"108.30000305175781","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","108.41646575927734","108.41646575927734","108.41646575927734"
"111.0999984741211","","","","","","","28","28","28","110.40778350830078","110.40778350830078","110.40778350830078","","","","","","","","","","","","","","","","","",""
"111.61000061035156","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","102.908203125","102.908203125","102.908203125"
"114.37999725341797","","","","","","","29","29","29","108.32703399658203","108.32703399658203","108.32703399658203","","","","","","","","","","","","","41","41","41","105.49333190917969","105.49333190917969","105.49333190917969"
"116.72000122070312","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","105.89535522460938","105.89535522460938","105.89535522460938"
"117.08000183105469","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","107.2370834350586","107.2370834350586","107.2370834350586"
"118.83000183105469","","","","","","","30","30","30","109.23042297363281","109.23042297363281","109.23042297363281","","","","","","","","","","","","","","","","","",""
"119.91000366210938","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","103.88206481933594","103.88206481933594","103.88206481933594"
"122.66999816894531","","","","","","","","","","","","","","","","","","","4","4","4","106.62592315673828","106.62592315673828","106.62592315673828","","","","","",""
"122.72000122070312","","","","","","","31","31","31","108.45785522460938","108.45785522460938","108.45785522460938","","","","","","","","","","","","","","","","","",""
"123.12999725341797","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","102.52632141113281","102.52632141113281","102.52632141113281"
"124.13999938964844","","","","","","","32","32","32","103.52904510498047","103.52904510498047","103.52904510498047","","","","","","","","","","","","","","","","","",""
"126.08999633789062","","","","","","","","","","","","","4","4","4","104.27339935302734","104.27339935302734","104.27339935302734","","","","","","","","","","","",""
"127.2300033569336","","","","","","","33","33","33","108.56456756591797","108.56456756591797","108.56456756591797","","","","","","","","","","","","","","","","","",""
"129.22999572753906","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","101.76750946044922","101.76750946044922","101.76750946044922"
"130.55999755859375","","","","","","","34","34","34","103.78018951416016","103.78018951416016","103.78018951416016","","","","","","","","","","","","","","","","","",""
"133.39999389648438","","","","","","","","","","","","","","","","","","","","","","","","","47","47","47","104.17418670654297","104.17418670654297","104.17418670654297"
"136.13999938964844","","","","","","","","","","","","","","","","","","","","","","","","","48","48","48","104.37196350097656","104.37196350097656","104.37196350097656"
"137.27000427246094","","","","","","","35","35","35","101.88604736328125","101.88604736328125","101.88604736328125","","","","","","","","","","","","","","","","","",""
"139.80999755859375","","","","","","","","","","","","","","","","","","","","","","","","","49","49","49","102.48970031738281","102.48970031738281","102.48970031738281"
"143.6300048828125","","","","","","","36","36","36","106.88160705566406","106.88160705566406","106.88160705566406","","","","","","","","","","","","","","","","","",""
"143.67999267578125","","","","","","","","","","","","","","","","","","","","","","","","","50","50","50","100.68518829345703","100.68518829345703","100.68518829345703"
"145.27000427246094","","","","","","","","","","","","","","","","","","","","","","","","","51","51","51","100.97496795654297","100.97496795654297","100.97496795654297"
"148.0399932861328","","","","","","","37","37","37","100.5702896118164","100.5702896118164","100.5702896118164","","","","","","","","","","","","","","","","","",""
"148.38999938964844","","","","","","","","","","","","","","","","","","","","","","","","","52","52","52","104.84706115722656","104.84706115722656","104.84706115722656"
"150.5","1","1","1","113.84866333007812","113.84866333007812","113.84866333007812","","","","","","","","","","","","","","","","","","","","","","","",""
"150.8699951171875","","","","","","","38","38","38","101.10860443115234","101.10860443115234","101.10860443115234","","","","","","","","","","","","","","","","","",""
"151.38999938964844","","","","","","","","","","","","","","","","","","","5","5","5","102.62725830078125","102.62725830078125","102.62725830078125","","","","","",""
"152.9499969482422","","","","","","","","","","","","","","","","","","","","","","","","","53","53","53","103.58355712890625","103.58355712890625","103.58355712890625"
"155.8000030517578","","","","","","","","","","","","","5","5","5","104.75503540039062","104.75503540039062","104.75503540039062","","","","","","","","","","","",""
"155.8300018310547","","","","","","","39","39","39","102.23087310791016","102.23087310791016","102.23087310791016","","","","","","","","","","","","","","","","","",""
"159.1199951171875","","","","","","","","","","","","","","","","","","","","","","","","","54","54","54","97.87433624267578","97.87433624267578","97.87433624267578"
"162.6999969482422","","","","","","","40","40","40","103.35005950927734","103.35005950927734","103.35005950927734","","","","","","","","","","","","","","","","","",""
"164.08999633789062","","","","","","","","","","","","","","","","","","","","","","","","","55","55","55","100.29714965820312","100.29714965820312","100.29714965820312"
"167.16000366210938","","","","","","","","","","","","","","","","","","","","","","","","","56","56","56","101.0546646118164","101.0546646118164","101.0546646118164"
"171.39999389648438","","","","","","","","","","","","","","","","","","","","","","","","","57","57","57","101.82665252685547","101.82665252685547","101.82665252685547"
"173.30999755859375","","","","","","","","","","","","","","","","","","","","","","","","","58","58","58","98.8318862915039","98.8318862915039","98.8318862915039"
"173.3699951171875","","","","","","","41","41","41","101.42655181884766","101.42655181884766","101.42655181884766","","","","","","","","","","","","","","","","","",""
"177.9600067138672","","","","","","","","","","","","","","","","","","","6","6","6","106.58270263671875","106.58270263671875","106.58270263671875","","","","","",""
"177.97999572753906","","","","","","","","","","","","","","","","","","","","","","","","","59","59","59","93.38117218017578","93.38117218017578","93.38117218017578"
"179.05999755859375","","","","","","","42","42","42","105.11637878417969","105.11637878417969","105.11637878417969","","","","","","","","","","","","","","","","","",""
"183.10000610351562","","","","","","","43","43","43","100.07783508300781","100.07783508300781","100.07783508300781","","","","","","","","","","","","","","","","","",""
"184.77999877929688","","","","","","","","","","","","","","","","","","","","","","","","","60","60","60","96.0056381225586","96.0056381225586","96.0056381225586"
"187.94000244140625","","","","","","","44","44","44","101.1343765258789","101.1343765258789","101.1343765258789","","","","","","","","","","","","","","","","","",""
"188.14999389648438","","","","","","","","","","","","","","","","","","","","","","","","","61","61","61","98.2268295288086","98.2268295288086","98.2268295288086"
"193.3000030517578","","","","","","","","","","","","","","","","","","","","","","","","","62","62","62","97.34233093261719","97.34233093261719","97.34233093261719"
"194.6199951171875","","","","","","","","","","","","","6","6","6","100.58467102050781","100.58467102050781","100.58467102050781","","","","","","","","","","","",""
"197.1199951171875","","","","","","","","","","","","","","","","","","","","","","","","","63","63","63","99.72515106201172","99.72515106201172","99.72515106201172"
"197.24000549316406","","","","","","","45","45","45","96.7690658569336","96.7690658569336","96.7690658569336","","","","","","","","","","","","","","","","","",""
"200.99000549316406","","","","","","","","","","","","","","","","","","","","","","","","","64","64","64","97.50542449951172","97.50542449951172","97.50542449951172"
"204.27000427246094","","","","","","","","","","","","","","","","","","","","","","","","","65","65","65","98.61268615722656","98.61268615722656","98.61268615722656"
"205.02000427246094","","","","","","","","","","","","","","","","","","","7","7","7","105.62164306640625","105.62164306640625","105.62164306640625","","","","","",""
"208.94000244140625","","","","","","","","","","","","","","","","","","","","","","","","","66","66","66","94.68560791015625","94.68560791015625","94.68560791015625"
"209.9199981689453","","","","","","","46","46","46","97.29230499267578","97.29230499267578","97.29230499267578","","","","","","","","","","","","","","","","","",""
"214.07000732421875","","","","","","","","","","","","","","","","","","","","","","","","","67","67","67","97.6380615234375","97.6380615234375","97.6380615234375"
"214.42999267578125","","","","","","","47","47","47","100.14661407470703","100.14661407470703","100.14661407470703","","","","","","","","","","","","","","","","","",""
"218.08999633789062","","","","","","","","","","","","","","","","","","","","","","","","","68","68","68","97.2833480834961","97.2833480834961","97.2833480834961"
"222.60000610351562","","","","","","","48","48","48","99.08924102783203","99.08924102783203","99.08924102783203","","","","","","","","","","","","","","","","","",""
"225.85000610351562","","","","","","","","","","","","","","","","","","","","","","","","","69","69","69","94.3481216430664","94.3481216430664","94.3481216430664"
"229.60000610351562","","","","","","","49","49","49","101.62152862548828","101.62152862548828","101.62152862548828","","","","","","","","","","","","","","","","","",""
"229.69000244140625","","","","","","","","","","","","","7","7","7","106.37814331054688","106.37814331054688","106.37814331054688","","","","","","","","","","","",""
"230.33999633789062","","","","","","","","","","","","","","","","","","","","","","","","","70","70","70","94.696044921875","94.696044921875","94.696044921875"
"233.89999389648438","","","","","","","","","","","","","","","","","","","8","8","8","102.60713958740234","102.60713958740234","102.60713958740234","","","","","",""
"235.5800018310547","","","","","","","50","50","50","98.8801498413086","98.8801498413086","98.8801498413086","","","","","","","","","","","","","","","","","",""
"237.91000366210938","","","","","","","","","","","","","","","","","","","","","","","","","71","71","71","95.37084197998047","95.37084197998047","95.37084197998047"
"241.47999572753906","","","","","","","","","","","","","","","","","","","","","","","","","72","72","72","95.89806365966797","95.89806365966797","95.89806365966797"
"245.5500030517578","","","","","","","","","","","","","","","","","","","","","","","","","73","73","73","95.76911163330078","95.76911163330078","95.76911163330078"
"247.10000610351562","","","","","","","51","51","51","102.07279968261719","102.07279968261719","102.07279968261719","","","","","","","","","","","","","","","","","",""
"250.5","2","2","2","110.34724426269531","110.34724426269531","110.34724426269531","","","","","","","","","","","","","","","","","","","","","","","",""
"253.05999755859375","","","","","","","","","","","","","","","","","","","","","","","","","74","74","74","96.68122863769531","96.68122863769531","96.68122863769531"
"255.41000366210938","","","","","","","52","52","52","102.22581481933594","102.22581481933594","102.22581481933594","","","","","","","","","","","","","","","","","",""
"259.739990234375","","","","","","","","","","","","","8","8","8","103.7264175415039","103.7264175415039","103.7264175415039","","","","","","","","","","","",""
"261.54998779296875","","","","","","","","","","","","","","","","","","","","","","","","","75","75","75","93.56938171386719","93.56938171386719","93.56938171386719"
"262.07000732421875","","","","","","","53","53","53","101.06925201416016","101.06925201416016","101.06925201416016","","","","","","","","","","","","","","","","","",""
"267.0799865722656","","","","","","","","","","","","","","","","","","","9","9","9","97.1413803100586","97.1413803100586","97.1413803100586","","","","","",""
"267.1400146484375","","","","","","","","","","","","","","","","","","","","","","","","","76","76","76","96.0444564819336","96.0444564819336","96.0444564819336"
"270.1700134277344","","","","","","","54","54","54","95.82289123535156","95.82289123535156","95.82289123535156","","","","","","","","","","","","","","","","","",""
"273.0799865722656","","","","","","","","","","","","","","","","","","","","","","","","","77","77","77","97.87580871582031","97.87580871582031","97.87580871582031"
"277.2699890136719","","","","","","","55","55","55","95.74832916259766","95.74832916259766","95.74832916259766","","","","","","","","","","","","","","","","","",""
"278.29998779296875","","","","","","","","","","","","","","","","","","","","","","","","","78","78","78","95.9068374633789","95.9068374633789","95.9068374633789"
"286.1300048828125","","","","","","","","","","","","","","","","","","","","","","","","","79","79","79","95.01412963867188","95.01412963867188","95.01412963867188"
"286.70001220703125","","","","","","","56","56","56","99.37994384765625","99.37994384765625","99.37994384765625","","","","","","","","","","","","","","","","","",""
"290.57000732421875","","","","","","","","","","","","","","","","","","","10","10","10","109.2293472290039","109.2293472290039","109.2293472290039","","","","","",""
"291.8399963378906","","","","","","","","","","","","","9","9","9","103.60541534423828","103.60541534423828","103.60541534423828","","","","","","","","","","","",""
"296.9200134277344","","","","","","","","","","","","","","","","","","","","","","","","","80","80","80","94.03936767578125","94.03936767578125","94.03936767578125"
"296.9599914550781","","","","","","","57","57","57","98.5636215209961","98.5636215209961","98.5636215209961","","","","","","","","","","","","","","","","","",""
"304.2799987792969","","","","","","","","","","","","","","","","","","","","","","","","","81","81","81","95.36197662353516","95.36197662353516","95.36197662353516"
"306.3599853515625","","","","","","","58","58","58","99.95005798339844","99.95005798339844","99.95005798339844","","","","","","","","","","","","","","","","","",""
"309.6300048828125","","","","","","","","","","","","","","","","","","","","","","","","","82","82","82","92.97745513916016","92.97745513916016","92.97745513916016"
"310.4800109863281","","","","","","","59","59","59","96.62604522705078","96.62604522705078","96.62604522705078","","","","","","","","","","","","","","","","","",""
"314.8999938964844","","","","","","","60","60","60","97.4088134765625","97.4088134765625","97.4088134765625","","","","","","","","","","","","","","","","","",""
"316.55999755859375","","","","","","","","","","","","","","","","","","","","","","","","","83","83","83","92.75422668457031","92.75422668457031","92.75422668457031"
"317.05999755859375","","","","","","","","","","","","","","","","","","","11","11","11","106.77037048339844","106.77037048339844","106.77037048339844","","","","","",""
"320.3500061035156","","","","","","","61","61","61","97.3219223022461","97.3219223022461","97.3219223022461","","","","","","","","","","","","","","","","","",""
"323.6700134277344","","","","","","","","","","","","","10","10","10","103.78236389160156","103.78236389160156","103.78236389160156","","","","","","","","","","","",""
"327.260009765625","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","94.8212661743164","94.8212661743164","94.8212661743164"
"328.17999267578125","","","","","","","62","62","62","96.69210815429688","96.69210815429688","96.69210815429688","","","","","","","","","","","","","","","","","",""
"334.489990234375","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","94.99359893798828","94.99359893798828","94.99359893798828"
"339.19000244140625","","","","","","","63","63","63","95.92434692382812","95.92434692382812","95.92434692382812","","","","","","","","","","","","","","","","","",""
"339.2900085449219","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","94.02587127685547","94.02587127685547","94.02587127685547"
"345.32000732421875","","","","","","","64","64","64","96.89324188232422","96.89324188232422","96.89324188232422","","","","","","","","","","","","","","","","","",""
"348.95001220703125","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","90.38192749023438","90.38192749023438","90.38192749023438"
"350.3399963378906","","","","","","","","","","","","","","","","","","","12","12","12","103.56670379638672","103.56670379638672","103.56670379638672","","","","","",""
"350.4599914550781","","","","","","","","","","","","","11","11","11","110.89741516113281","110.89741516113281","110.89741516113281","","","","","","","","","","","",""
"350.5","3","3","3","110.70216369628906","110.70216369628906","110.70216369628906","","","","","","","","","","","","","","","","","","","","","","","",""
"352.95001220703125","","","","","","","65","65","65","96.978759765625","96.978759765625","96.978759765625","","","","","","","","","","","","","","","","","",""
"356.1300048828125","","","","","","","","","","","","","","","","","","","","","","","","","88","88","88","95.2713851928711","95.2713851928711","95.2713851928711"
"363.42999267578125","","","","","","","","","","","","","","","","","","","","","","","","","89","89","89","92.97251892089844","92.97251892089844","92.97251892089844"
"363.7200012207031","","","","","","","66","66","66","93.11158752441406","93.11158752441406","93.11158752441406","","","","","","","","","","","","","","","","","",""
"370.45001220703125","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","91.59732818603516","91.59732818603516","91.59732818603516"
"375.4700012207031","","","","","","","67","67","67","94.7470703125","94.7470703125","94.7470703125","","","","","","","","","","","","","","","","","",""
"376.010009765625","","","","","","","","","","","","","","","","","","","","","","","","","91","91","91","92.24445343017578","92.24445343017578","92.24445343017578"
"377.8999938964844","","","","","","","","","","","","","12","12","12","108.00419616699219","108.00419616699219","108.00419616699219","","","","","","","","","","","",""
"380.0299987792969","","","","","","","","","","","","","","","","","","","13","13","13","112.56486511230469","112.56486511230469","112.56486511230469","","","","","",""
"382.5","","","","","","","68","68","68","92.55003356933594","92.55003356933594","92.55003356933594","","","","","","","","","","","","","","","","","",""
"387.1600036621094","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","92.73371887207031","92.73371887207031","92.73371887207031"
"393.04998779296875","","","","","","","69","69","69","95.32086944580078","95.32086944580078","95.32086944580078","","","","","","","","","","","","","","","","","",""
