"ray/tune/custom_metrics/real_step_mean","oracle_noise: honest-bee-2883 - _step","oracle_noise: honest-bee-2883 - _step__MIN","oracle_noise: honest-bee-2883 - _step__MAX","oracle_noise: honest-bee-2883 - ray/tune/custom_metrics/energy_cost_mean","oracle_noise: honest-bee-2883 - ray/tune/custom_metrics/energy_cost_mean__MIN","oracle_noise: honest-bee-2883 - ray/tune/custom_metrics/energy_cost_mean__MAX","oracle_noise: 90 - _step","oracle_noise: 90 - _step__MIN","oracle_noise: 90 - _step__MAX","oracle_noise: 90 - ray/tune/custom_metrics/energy_cost_mean","oracle_noise: 90 - ray/tune/custom_metrics/energy_cost_mean__MIN","oracle_noise: 90 - ray/tune/custom_metrics/energy_cost_mean__MAX","oracle_noise: 60 - _step","oracle_noise: 60 - _step__MIN","oracle_noise: 60 - _step__MAX","oracle_noise: 60 - ray/tune/custom_metrics/energy_cost_mean","oracle_noise: 60 - ray/tune/custom_metrics/energy_cost_mean__MIN","oracle_noise: 60 - ray/tune/custom_metrics/energy_cost_mean__MAX","oracle_noise: 20 - _step","oracle_noise: 20 - _step__MIN","oracle_noise: 20 - _step__MAX","oracle_noise: 20 - ray/tune/custom_metrics/energy_cost_mean","oracle_noise: 20 - ray/tune/custom_metrics/energy_cost_mean__MIN","oracle_noise: 20 - ray/tune/custom_metrics/energy_cost_mean__MAX"
"138.52000427246094","","","","","","","11","11","11","126.60942840576172","126.60942840576172","126.60942840576172","","","","","","","","","","","",""
"138.85000610351562","","","","","","","","","","","","","","","","","","","7","7","7","114.78946685791016","114.78946685791016","114.78946685791016"
"149.17999267578125","","","","","","","","","","","","","9","9","9","123.1809310913086","123.1809310913086","123.1809310913086","","","","","",""
"150.5","1","1","1","113.84866333007812","113.84866333007812","113.84866333007812","","","","","","","","","","","","","","","","","",""
"151.72999572753906","","","","","","","12","12","12","124.55258178710938","124.55258178710938","124.55258178710938","","","","","","","","","","","",""
"161.9499969482422","","","","","","","","","","","","","10","10","10","126.17554473876953","126.17554473876953","126.17554473876953","","","","","",""
"162.61000061035156","","","","","","","","","","","","","","","","","","","8","8","8","110.60980987548828","110.60980987548828","110.60980987548828"
"166.47000122070312","","","","","","","13","13","13","123.09371185302734","123.09371185302734","123.09371185302734","","","","","","","","","","","",""
"178.4499969482422","","","","","","","14","14","14","125.01666259765625","125.01666259765625","125.01666259765625","","","","","","","","","","","",""
"179.9600067138672","","","","","","","","","","","","","11","11","11","113.46707916259766","113.46707916259766","113.46707916259766","","","","","",""
"192.74000549316406","","","","","","","15","15","15","122.11043548583984","122.11043548583984","122.11043548583984","","","","","","","","","","","",""
"194.60000610351562","","","","","","","","","","","","","","","","","","","9","9","9","102.7838363647461","102.7838363647461","102.7838363647461"
"195.60000610351562","","","","","","","","","","","","","12","12","12","128.47544860839844","128.47544860839844","128.47544860839844","","","","","",""
"208.88999938964844","","","","","","","","","","","","","13","13","13","118.46150970458984","118.46150970458984","118.46150970458984","","","","","",""
"211.24000549316406","","","","","","","16","16","16","125.6563720703125","125.6563720703125","125.6563720703125","","","","","","","","","","","",""
"224.02000427246094","","","","","","","","","","","","","","","","","","","10","10","10","105.15082550048828","105.15082550048828","105.15082550048828"
"224.33999633789062","","","","","","","","","","","","","14","14","14","117.48357391357422","117.48357391357422","117.48357391357422","","","","","",""
"227.66000366210938","","","","","","","17","17","17","121.11577606201172","121.11577606201172","121.11577606201172","","","","","","","","","","","",""
"240.60000610351562","","","","","","","18","18","18","118.94349670410156","118.94349670410156","118.94349670410156","","","","","","","","","","","",""
"242.58999633789062","","","","","","","","","","","","","15","15","15","120.16522216796875","120.16522216796875","120.16522216796875","","","","","",""
"247.32000732421875","","","","","","","","","","","","","","","","","","","11","11","11","113.29251861572266","113.29251861572266","113.29251861572266"
"249.91000366210938","","","","","","","19","19","19","130.60345458984375","130.60345458984375","130.60345458984375","","","","","","","","","","","",""
"250.5","2","2","2","110.34724426269531","110.34724426269531","110.34724426269531","","","","","","","","","","","","","","","","","",""
"259.19000244140625","","","","","","","","","","","","","16","16","16","118.42508697509766","118.42508697509766","118.42508697509766","","","","","",""
"261.7699890136719","","","","","","","20","20","20","128.6982879638672","128.6982879638672","128.6982879638672","","","","","","","","","","","",""
"271.0299987792969","","","","","","","21","21","21","127.62873840332031","127.62873840332031","127.62873840332031","","","","","","","","","","","",""
"274.4800109863281","","","","","","","","","","","","","","","","","","","12","12","12","112.78814697265625","112.78814697265625","112.78814697265625"
"281.94000244140625","","","","","","","","","","","","","17","17","17","110.66012573242188","110.66012573242188","110.66012573242188","","","","","",""
"286.8900146484375","","","","","","","22","22","22","117.5013427734375","117.5013427734375","117.5013427734375","","","","","","","","","","","",""
"297.67999267578125","","","","","","","","","","","","","","","","","","","13","13","13","114.76859283447266","114.76859283447266","114.76859283447266"
"303.3800048828125","","","","","","","","","","","","","18","18","18","124.5105209350586","124.5105209350586","124.5105209350586","","","","","",""
"303.6000061035156","","","","","","","23","23","23","127.25140380859375","127.25140380859375","127.25140380859375","","","","","","","","","","","",""
"311.42999267578125","","","","","","","24","24","24","129.3112335205078","129.3112335205078","129.3112335205078","","","","","","","","","","","",""
"320.0400085449219","","","","","","","","","","","","","19","19","19","117.74835205078125","117.74835205078125","117.74835205078125","","","","","",""
"325.79998779296875","","","","","","","25","25","25","120.39088439941406","120.39088439941406","120.39088439941406","","","","","","","","","","","",""
"327.30999755859375","","","","","","","","","","","","","","","","","","","14","14","14","106.8312759399414","106.8312759399414","106.8312759399414"
"335.1300048828125","","","","","","","","","","","","","20","20","20","109.89752197265625","109.89752197265625","109.89752197265625","","","","","",""
"346.2200012207031","","","","","","","26","26","26","115.22769927978516","115.22769927978516","115.22769927978516","","","","","","","","","","","",""
"350.5","3","3","3","110.70216369628906","110.70216369628906","110.70216369628906","","","","","","","","","","","","","","","","","",""
"354.9100036621094","","","","","","","","","","","","","","","","","","","15","15","15","103.08074188232422","103.08074188232422","103.08074188232422"
"357.7900085449219","","","","","","","","","","","","","21","21","21","111.20037078857422","111.20037078857422","111.20037078857422","","","","","",""
"360.5299987792969","","","","","","","27","27","27","122.79348754882812","122.79348754882812","122.79348754882812","","","","","","","","","","","",""
"373.1099853515625","","","","","","","28","28","28","123.19764709472656","123.19764709472656","123.19764709472656","","","","","","","","","","","",""
"377.5","","","","","","","","","","","","","22","22","22","113.99505615234375","113.99505615234375","113.99505615234375","","","","","",""
"382.4200134277344","","","","","","","","","","","","","","","","","","","16","16","16","106.568359375","106.568359375","106.568359375"
"386.4599914550781","","","","","","","29","29","29","123.62901306152344","123.62901306152344","123.62901306152344","","","","","","","","","","","",""
"394.8299865722656","","","","","","","","","","","","","23","23","23","120.77840423583984","120.77840423583984","120.77840423583984","","","","","",""
"403.4800109863281","","","","","","","30","30","30","123.50370788574219","123.50370788574219","123.50370788574219","","","","","","","","","","","",""
"410.1199951171875","","","","","","","","","","","","","","","","","","","17","17","17","108.80903625488281","108.80903625488281","108.80903625488281"
"412.239990234375","","","","","","","","","","","","","24","24","24","120.37791442871094","120.37791442871094","120.37791442871094","","","","","",""
"419.6300048828125","","","","","","","31","31","31","117.60343933105469","117.60343933105469","117.60343933105469","","","","","","","","","","","",""
"430.3900146484375","","","","","","","","","","","","","25","25","25","112.28070068359375","112.28070068359375","112.28070068359375","","","","","",""
"433.0400085449219","","","","","","","32","32","32","120.9544448852539","120.9544448852539","120.9544448852539","","","","","","","","","","","",""
"439","","","","","","","","","","","","","","","","","","","18","18","18","104.93525695800781","104.93525695800781","104.93525695800781"
"447.260009765625","","","","","","","33","33","33","124.84615325927734","124.84615325927734","124.84615325927734","","","","","","","","","","","",""
"450.5","4","4","4","110.78678131103516","110.78678131103516","110.78678131103516","","","","","","","","","","","","","","","","","",""
"451.8999938964844","","","","","","","","","","","","","26","26","26","111.5279769897461","111.5279769897461","111.5279769897461","","","","","",""
"461.2099914550781","","","","","","","34","34","34","120.52279663085938","120.52279663085938","120.52279663085938","","","","","","","","","","","",""
"464.6600036621094","","","","","","","","","","","","","","","","","","","19","19","19","105.80558013916016","105.80558013916016","105.80558013916016"
"474.739990234375","","","","","","","35","35","35","114.91503143310547","114.91503143310547","114.91503143310547","","","","","","","","","","","",""
"476.57000732421875","","","","","","","","","","","","","27","27","27","112.16864776611328","112.16864776611328","112.16864776611328","","","","","",""
"488.6300048828125","","","","","","","","","","","","","","","","","","","20","20","20","109.9973373413086","109.9973373413086","109.9973373413086"
"494.2099914550781","","","","","","","","","","","","","28","28","28","110.05431365966797","110.05431365966797","110.05431365966797","","","","","",""
"495.42999267578125","","","","","","","36","36","36","113.69011688232422","113.69011688232422","113.69011688232422","","","","","","","","","","","",""
"512.5700073242188","","","","","","","","","","","","","","","","","","","21","21","21","106.66670227050781","106.66670227050781","106.66670227050781"
"514.6799926757812","","","","","","","","","","","","","29","29","29","109.46040344238281","109.46040344238281","109.46040344238281","","","","","",""
"522.0599975585938","","","","","","","37","37","37","114.6521987915039","114.6521987915039","114.6521987915039","","","","","","","","","","","",""
"533.4600219726562","","","","","","","","","","","","","30","30","30","115.52137756347656","115.52137756347656","115.52137756347656","","","","","",""
"539.530029296875","","","","","","","38","38","38","116.8853988647461","116.8853988647461","116.8853988647461","","","","","","","","","","","",""
"543.3699951171875","","","","","","","","","","","","","","","","","","","22","22","22","98.96858978271484","98.96858978271484","98.96858978271484"
"546.4500122070312","","","","","","","","","","","","","31","31","31","113.98431396484375","113.98431396484375","113.98431396484375","","","","","",""
"550.5","5","5","5","108.88728332519531","108.88728332519531","108.88728332519531","","","","","","","","","","","","","","","","","",""
"556.6699829101562","","","","","","","39","39","39","121.75465393066406","121.75465393066406","121.75465393066406","","","","","","","","","","","",""
"568.8699951171875","","","","","","","","","","","","","32","32","32","106.17839813232422","106.17839813232422","106.17839813232422","","","","","",""
"570.5499877929688","","","","","","","40","40","40","118.51087951660156","118.51087951660156","118.51087951660156","","","","","","","","","","","",""
"573.4500122070312","","","","","","","","","","","","","","","","","","","23","23","23","104.4029541015625","104.4029541015625","104.4029541015625"
"587.0499877929688","","","","","","","41","41","41","117.94506072998047","117.94506072998047","117.94506072998047","","","","","","","","","","","",""
"590.72998046875","","","","","","","","","","","","","33","33","33","107.92041778564453","107.92041778564453","107.92041778564453","","","","","",""
"599.5900268554688","","","","","","","","","","","","","","","","","","","24","24","24","101.1321029663086","101.1321029663086","101.1321029663086"
"601.4199829101562","","","","","","","42","42","42","115.2405776977539","115.2405776977539","115.2405776977539","","","","","","","","","","","",""
"607.260009765625","","","","","","","","","","","","","34","34","34","111.74652099609375","111.74652099609375","111.74652099609375","","","","","",""
"618.6199951171875","","","","","","","","","","","","","","","","","","","25","25","25","107.08563232421875","107.08563232421875","107.08563232421875"
"618.97998046875","","","","","","","43","43","43","117.11177825927734","117.11177825927734","117.11177825927734","","","","","","","","","","","",""
"626.4199829101562","","","","","","","","","","","","","35","35","35","110.8149185180664","110.8149185180664","110.8149185180664","","","","","",""
"639.9000244140625","","","","","","","","","","","","","","","","","","","26","26","26","108.93685913085938","108.93685913085938","108.93685913085938"
"640.1500244140625","","","","","","","44","44","44","112.3412857055664","112.3412857055664","112.3412857055664","","","","","","","","","","","",""
"645.6599731445312","","","","","","","","","","","","","36","36","36","115.00959014892578","115.00959014892578","115.00959014892578","","","","","",""
"650.5","6","6","6","104.88253021240234","104.88253021240234","104.88253021240234","","","","","","","","","","","","","","","","","",""
"663.75","","","","","","","","","","","","","","","","","","","27","27","27","107.78591918945312","107.78591918945312","107.78591918945312"
"663.8499755859375","","","","","","","45","45","45","110.47684478759766","110.47684478759766","110.47684478759766","","","","","","","","","","","",""
"668.4199829101562","","","","","","","","","","","","","37","37","37","110.31584167480469","110.31584167480469","110.31584167480469","","","","","",""
"689.7899780273438","","","","","","","46","46","46","108.37230682373047","108.37230682373047","108.37230682373047","","","","","","","","","","","",""
"691.9500122070312","","","","","","","","","","","","","38","38","38","105.7931900024414","105.7931900024414","105.7931900024414","","","","","",""
"692.1099853515625","","","","","","","","","","","","","","","","","","","28","28","28","101.91150665283203","101.91150665283203","101.91150665283203"
"711.22998046875","","","","","","","47","47","47","114.46146392822266","114.46146392822266","114.46146392822266","","","","","","","","","","","",""
"714.6400146484375","","","","","","","","","","","","","39","39","39","104.70342254638672","104.70342254638672","104.70342254638672","","","","","",""
"715.6099853515625","","","","","","","","","","","","","","","","","","","29","29","29","94.40316772460938","94.40316772460938","94.40316772460938"
"728.4000244140625","","","","","","","48","48","48","113.02696990966797","113.02696990966797","113.02696990966797","","","","","","","","","","","",""
"736.8499755859375","","","","","","","","","","","","","40","40","40","110.5657730102539","110.5657730102539","110.5657730102539","","","","","",""
"749.0999755859375","","","","","","","49","49","49","111.43647766113281","111.43647766113281","111.43647766113281","","","","","","","","","","","",""
"750.4299926757812","","","","","","","","","","","","","","","","","","","30","30","30","99.33688354492188","99.33688354492188","99.33688354492188"
"750.5","7","7","7","105.97489166259766","105.97489166259766","105.97489166259766","","","","","","","","","","","","","","","","","",""
"758.77001953125","","","","","","","","","","","","","41","41","41","105.85536193847656","105.85536193847656","105.85536193847656","","","","","",""
"761.8400268554688","","","","","","","50","50","50","115.29757690429688","115.29757690429688","115.29757690429688","","","","","","","","","","","",""
"775.0499877929688","","","","","","","51","51","51","111.57852172851562","111.57852172851562","111.57852172851562","","","","","","","","","","","",""
"780.7999877929688","","","","","","","","","","","","","","","","","","","31","31","31","96.45603942871094","96.45603942871094","96.45603942871094"
"781.5599975585938","","","","","","","","","","","","","42","42","42","106.40342712402344","106.40342712402344","106.40342712402344","","","","","",""
"789.4600219726562","","","","","","","52","52","52","117.10459899902344","117.10459899902344","117.10459899902344","","","","","","","","","","","",""
"799.5499877929688","","","","","","","","","","","","","43","43","43","109.54631805419922","109.54631805419922","109.54631805419922","","","","","",""
"808.239990234375","","","","","","","53","53","53","115.0660400390625","115.0660400390625","115.0660400390625","","","","","","","","","","","",""
"816.5499877929688","","","","","","","","","","","","","","","","","","","32","32","32","102.25320434570312","102.25320434570312","102.25320434570312"
"820.010009765625","","","","","","","","","","","","","44","44","44","107.59173583984375","107.59173583984375","107.59173583984375","","","","","",""
"824.7899780273438","","","","","","","54","54","54","122.35748291015625","122.35748291015625","122.35748291015625","","","","","","","","","","","",""
"841.6099853515625","","","","","","","55","55","55","118.44244384765625","118.44244384765625","118.44244384765625","","","","","","","","","","","",""
"845.7000122070312","","","","","","","","","","","","","45","45","45","103.94648742675781","103.94648742675781","103.94648742675781","","","","","",""
"848.6400146484375","","","","","","","","","","","","","","","","","","","33","33","33","100.95709991455078","100.95709991455078","100.95709991455078"
"850.5","8","8","8","120.84848022460938","120.84848022460938","120.84848022460938","","","","","","","","","","","","","","","","","",""
"863.22998046875","","","","","","","56","56","56","113.31173706054688","113.31173706054688","113.31173706054688","","","","","","","","","","","",""
"866.6300048828125","","","","","","","","","","","","","46","46","46","104.46045684814453","104.46045684814453","104.46045684814453","","","","","",""
"881.1699829101562","","","","","","","","","","","","","","","","","","","34","34","34","95.31430053710938","95.31430053710938","95.31430053710938"
"881.3699951171875","","","","","","","57","57","57","104.498046875","104.498046875","104.498046875","","","","","","","","","","","",""
"889.469970703125","","","","","","","","","","","","","47","47","47","100.86360168457031","100.86360168457031","100.86360168457031","","","","","",""
"900.6599731445312","","","","","","","58","58","58","108.7308578491211","108.7308578491211","108.7308578491211","","","","","","","","","","","",""
"917.489990234375","","","","","","","","","","","","","","","","","","","35","35","35","97.74955749511719","97.74955749511719","97.74955749511719"
"923.6199951171875","","","","","","","","","","","","","48","48","48","112.47936248779297","112.47936248779297","112.47936248779297","","","","","",""
"924.5999755859375","","","","","","","59","59","59","108.19551086425781","108.19551086425781","108.19551086425781","","","","","","","","","","","",""
"943.469970703125","","","","","","","","","","","","","","","","","","","36","36","36","105.59420013427734","105.59420013427734","105.59420013427734"
"944.1300048828125","","","","","","","60","60","60","107.38792419433594","107.38792419433594","107.38792419433594","","","","","","","","","","","",""
"946.280029296875","","","","","","","","","","","","","49","49","49","109.56881713867188","109.56881713867188","109.56881713867188","","","","","",""
"950.5","9","9","9","111.89370727539062","111.89370727539062","111.89370727539062","","","","","","","","","","","","","","","","","",""
"963.219970703125","","","","","","","61","61","61","108.29883575439453","108.29883575439453","108.29883575439453","","","","","","","","","","","",""
"967.9000244140625","","","","","","","","","","","","","50","50","50","102.86088562011719","102.86088562011719","102.86088562011719","","","","","",""
"971.3200073242188","","","","","","","","","","","","","","","","","","","37","37","37","95.99359893798828","95.99359893798828","95.99359893798828"
"980.469970703125","","","","","","","62","62","62","107.1400375366211","107.1400375366211","107.1400375366211","","","","","","","","","","","",""
"989.3300170898438","","","","","","","","","","","","","51","51","51","97.45146179199219","97.45146179199219","97.45146179199219","","","","","",""
"997.2899780273438","","","","","","","63","63","63","100.01264953613281","100.01264953613281","100.01264953613281","","","","","","","","","","","",""
"1004.4299926757812","","","","","","","","","","","","","","","","","","","38","38","38","103.44927215576172","103.44927215576172","103.44927215576172"
"1016.510009765625","","","","","","","","","","","","","52","52","52","94.48233795166016","94.48233795166016","94.48233795166016","","","","","",""
"1021.6699829101562","","","","","","","64","64","64","108.22392272949219","108.22392272949219","108.22392272949219","","","","","","","","","","","",""
"1038.1400146484375","","","","","","","","","","","","","","","","","","","39","39","39","97.49454498291016","97.49454498291016","97.49454498291016"
"1038.9300537109375","","","","","","","","","","","","","53","53","53","101.34867858886719","101.34867858886719","101.34867858886719","","","","","",""
"1047.239990234375","","","","","","","65","65","65","105.30408477783203","105.30408477783203","105.30408477783203","","","","","","","","","","","",""
"1050.5","10","10","10","109.6536636352539","109.6536636352539","109.6536636352539","","","","","","","","","","","","","","","","","",""
"1061.7099609375","","","","","","","","","","","","","54","54","54","106.95214080810547","106.95214080810547","106.95214080810547","","","","","",""
"1070.3900146484375","","","","","","","","","","","","","","","","","","","40","40","40","96.33189392089844","96.33189392089844","96.33189392089844"
"1072.3599853515625","","","","","","","66","66","66","108.23026275634766","108.23026275634766","108.23026275634766","","","","","","","","","","","",""
"1088.97998046875","","","","","","","","","","","","","55","55","55","97.19493103027344","97.19493103027344","97.19493103027344","","","","","",""
"1089.9599609375","","","","","","","67","67","67","109.57886505126953","109.57886505126953","109.57886505126953","","","","","","","","","","","",""
"1102.6400146484375","","","","","","","","","","","","","","","","","","","41","41","41","95.11961364746094","95.11961364746094","95.11961364746094"
"1108.739990234375","","","","","","","68","68","68","105.26006317138672","105.26006317138672","105.26006317138672","","","","","","","","","","","",""
"1117.8599853515625","","","","","","","","","","","","","56","56","56","99.58059692382812","99.58059692382812","99.58059692382812","","","","","",""
"1132.93994140625","","","","","","","69","69","69","104.4850845336914","104.4850845336914","104.4850845336914","","","","","","","","","","","",""
"1142.3299560546875","","","","","","","","","","","","","","","","","","","42","42","42","96.83577728271484","96.83577728271484","96.83577728271484"
"1146.4599609375","","","","","","","","","","","","","57","57","57","94.47447204589844","94.47447204589844","94.47447204589844","","","","","",""
"1150.5","11","11","11","109.36640930175781","109.36640930175781","109.36640930175781","","","","","","","","","","","","","","","","","",""
"1155.280029296875","","","","","","","70","70","70","106.02781677246094","106.02781677246094","106.02781677246094","","","","","","","","","","","",""
"1171.3800048828125","","","","","","","","","","","","","58","58","58","96.99700927734375","96.99700927734375","96.99700927734375","","","","","",""
"1175.3199462890625","","","","","","","","","","","","","","","","","","","43","43","43","103.27464294433594","103.27464294433594","103.27464294433594"
"1182.699951171875","","","","","","","71","71","71","103.86485290527344","103.86485290527344","103.86485290527344","","","","","","","","","","","",""
"1200.56005859375","","","","","","","","","","","","","59","59","59","94.32361602783203","94.32361602783203","94.32361602783203","","","","","",""
"1207.9599609375","","","","","","","72","72","72","102.57598114013672","102.57598114013672","102.57598114013672","","","","","","","","","","","",""
"1208.1199951171875","","","","","","","","","","","","","","","","","","","44","44","44","94.29957580566406","94.29957580566406","94.29957580566406"
"1230.5999755859375","","","","","","","73","73","73","111.2242660522461","111.2242660522461","111.2242660522461","","","","","","","","","","","",""
"1231.4200439453125","","","","","","","","","","","","","60","60","60","99.71235656738281","99.71235656738281","99.71235656738281","","","","","",""
"1244.0699462890625","","","","","","","","","","","","","","","","","","","45","45","45","91.08013153076172","91.08013153076172","91.08013153076172"
"1247.31005859375","","","","","","","74","74","74","99.22697448730469","99.22697448730469","99.22697448730469","","","","","","","","","","","",""
"1250.5","12","12","12","103.52923583984375","103.52923583984375","103.52923583984375","","","","","","","","","","","","","","","","","",""
"1257.06005859375","","","","","","","","","","","","","61","61","61","101.16344451904297","101.16344451904297","101.16344451904297","","","","","",""
"1269.8900146484375","","","","","","","75","75","75","100.3761978149414","100.3761978149414","100.3761978149414","","","","","","","","","","","",""
"1273.6300048828125","","","","","","","","","","","","","","","","","","","46","46","46","94.67709350585938","94.67709350585938","94.67709350585938"
"1285.8699951171875","","","","","","","","","","","","","62","62","62","98.376708984375","98.376708984375","98.376708984375","","","","","",""
"1293.2900390625","","","","","","","76","76","76","106.86066436767578","106.86066436767578","106.86066436767578","","","","","","","","","","","",""
"1307.6600341796875","","","","","","","","","","","","","","","","","","","47","47","47","95.53593444824219","95.53593444824219","95.53593444824219"
"1312.1700439453125","","","","","","","","","","","","","63","63","63","95.05850982666016","95.05850982666016","95.05850982666016","","","","","",""
"1316.5699462890625","","","","","","","77","77","77","102.03947448730469","102.03947448730469","102.03947448730469","","","","","","","","","","","",""
"1337.699951171875","","","","","","","","","","","","","","","","","","","48","48","48","97.37899780273438","97.37899780273438","97.37899780273438"
"1339.8299560546875","","","","","","","78","78","78","104.33926391601562","104.33926391601562","104.33926391601562","","","","","","","","","","","",""
"1341.260009765625","","","","","","","","","","","","","64","64","64","91.60271453857422","91.60271453857422","91.60271453857422","","","","","",""
"1350.5","13","13","13","104.88167572021484","104.88167572021484","104.88167572021484","","","","","","","","","","","","","","","","","",""
"1365.3699951171875","","","","","","","79","79","79","101.83079528808594","101.83079528808594","101.83079528808594","","","","","","","","","","","",""
"1369.5799560546875","","","","","","","","","","","","","65","65","65","96.46674346923828","96.46674346923828","96.46674346923828","","","","","",""
"1371.47998046875","","","","","","","","","","","","","","","","","","","49","49","49","95.45972442626953","95.45972442626953","95.45972442626953"
"1390.72998046875","","","","","","","80","80","80","102.73030853271484","102.73030853271484","102.73030853271484","","","","","","","","","","","",""
"1397.0799560546875","","","","","","","","","","","","","66","66","66","97.21159362792969","97.21159362792969","97.21159362792969","","","","","",""
"1404.739990234375","","","","","","","","","","","","","","","","","","","50","50","50","92.53973388671875","92.53973388671875","92.53973388671875"
"1411.7099609375","","","","","","","81","81","81","97.6718978881836","97.6718978881836","97.6718978881836","","","","","","","","","","","",""
"1425.22998046875","","","","","","","","","","","","","67","67","67","92.49229431152344","92.49229431152344","92.49229431152344","","","","","",""
"1430.0699462890625","","","","","","","82","82","82","103.28917694091797","103.28917694091797","103.28917694091797","","","","","","","","","","","",""
"1440.4300537109375","","","","","","","","","","","","","","","","","","","51","51","51","88.06962585449219","88.06962585449219","88.06962585449219"
"1450.280029296875","","","","","","","","","","","","","68","68","68","97.76934814453125","97.76934814453125","97.76934814453125","","","","","",""
"1450.5","14","14","14","111.61812591552734","111.61812591552734","111.61812591552734","","","","","","","","","","","","","","","","","",""
