"ray/tune/custom_metrics/real_step_max","threshold_type: 7 - _step","threshold_type: 7 - _step__MIN","threshold_type: 7 - _step__MAX","threshold_type: 7 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 7 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 7 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: 5 - _step","threshold_type: 5 - _step__MIN","threshold_type: 5 - _step__MAX","threshold_type: 5 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 5 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 5 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: 3 - _step","threshold_type: 3 - _step__MIN","threshold_type: 3 - _step__MAX","threshold_type: 3 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 3 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 3 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: convex - _step","threshold_type: convex - _step__MIN","threshold_type: convex - _step__MAX","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: hard - _step","threshold_type: hard - _step__MIN","threshold_type: hard - _step__MAX","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: s - _step","threshold_type: s - _step__MIN","threshold_type: s - _step__MAX","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: concave - _step","threshold_type: concave - _step__MIN","threshold_type: concave - _step__MAX","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MAX"
"10","4.5","4","5","112.69797134399414","112.62084197998047","112.77510070800781","24.727272727272727","15","31","106.53083662553267","103.28170013427734","110.49524688720703","96","94","99","84.7832768758138","79.53147888183594","88.7705078125","2","1","3","110.36940956115723","106.83476257324219","114.57318878173828","3","3","3","107.41889190673828","107.41889190673828","107.41889190673828","3","2","4","107.13674672444661","102.76546478271484","111.67660522460938","125.9375","117","134","69.77673864364624","66.7081069946289","72.25789642333984","0","0","0","110.51517486572266","110.51517486572266","110.51517486572266"
"11","4","3","6","109.78554026285808","108.39747619628906","111.80818939208984","22.8","16","32","107.42573547363281","105.48037719726562","108.62080383300781","97","95","100","84.9902359008789","82.6417465209961","89.33842468261719","3","2","4","110.4215316772461","105.90437316894531","115.88392639160156","4.5","2","6","109.53851318359375","108.07975006103516","111.66592407226562","4","4","4","114.00375366210938","114.00375366210938","114.00375366210938","125.8","119","135","69.53843688964844","65.61336517333984","72.17769622802734","1","1","1","114.6345443725586","114.6345443725586","114.6345443725586"
"12","3","3","3","115.09938049316406","115.09938049316406","115.09938049316406","22.1","17","33","106.51297302246094","102.45379638671875","110.08319091796875","98","96","100","81.58137130737305","78.01850128173828","84.88938903808594","3","2","4","109.0125732421875","107.02824401855469","110.99690246582031","5","5","5","111.4576644897461","111.4576644897461","111.4576644897461","3","3","3","111.11198425292969","111.11198425292969","111.11198425292969","126.125","121","131","69.771240234375","68.83746337890625","70.73174285888672","0","0","0","113.94017791748047","113.94017791748047","113.94017791748047"
"13","","","","","","","29","23","35","106.75147094726563","103.55210876464844","111.28714752197266","98","97","99","84.94657643636067","83.1103515625","87.02803039550781","3.25","2","5","109.88339233398438","105.70027923583984","113.24935150146484","3","3","3","111.53156280517578","111.53156280517578","111.53156280517578","3.3333333333333335","2","5","112.70467122395833","107.49002075195312","118.36343383789062","126.5","124","129","70.83003616333008","70.68800354003906","70.9720687866211","","","","","",""
"14","4.333333333333333","4","5","111.39960479736328","109.54174041748047","113.10726928710938","25.666666666666668","19","36","108.24359893798828","106.1702651977539","110.41990661621094","100.66666666666667","99","102","79.83229573567708","79.00337219238281","81.39280700683594","3.75","3","4","111.93945121765137","108.66728210449219","115.15986633300781","5.666666666666667","4","7","111.35676829020183","110.7947998046875","111.75044250488281","","","","","","","130","125","136","68.76031239827473","64.2314224243164","71.16529846191406","1","1","1","105.7457504272461","105.7457504272461","105.7457504272461"
"15","7","7","7","113.37860107421875","113.37860107421875","113.37860107421875","31.77777777777778","21","41","104.83661227756076","102.08403015136719","108.13922882080078","100","100","100","79.989013671875","79.989013671875","79.989013671875","4.666666666666667","3","6","112.86620585123698","107.76985931396484","118.81494140625","4","4","4","108.99542236328125","108.99542236328125","108.99542236328125","4.5","4","5","110.43766784667969","109.79524230957031","111.08009338378906","129","126","137","68.60752716064454","64.21660614013672","70.2503433227539","","","","","",""
"16","","","","","","","29.714285714285715","26","42","106.95305524553571","100.5345230102539","110.426513671875","101.75","99","104","79.60584259033203","78.26848602294922","81.123291015625","4.333333333333333","3","5","111.033203125","108.59049987792969","112.54655456542969","6.5","5","8","108.90609550476074","104.8797836303711","114.26898956298828","4","4","4","107.39276123046875","107.39276123046875","107.39276123046875","133.5","133","134","68.99969482421875","68.90436553955078","69.09502410888672","1.5","1","2","110.89059448242188","109.51341247558594","112.26777648925781"
"17","","","","","","","29.6","24","33","106.99742431640625","100.35771942138672","111.28511810302734","100.5","100","101","80.51263809204102","80.50172424316406","80.52355194091797","4.5","3","6","106.9786376953125","106.96653747558594","106.99073791503906","7.5","7","8","111.03891372680664","109.86125946044922","112.21656799316406","5","5","5","108.1762924194336","108.1762924194336","108.1762924194336","131","128","134","69.37819417317708","67.72396087646484","70.82145690917969","2","2","2","115.0162124633789","115.0162124633789","115.0162124633789"
"18","8","8","8","115.16764831542969","115.16764831542969","115.16764831542969","35.2","26","44","105.04040222167968","99.0229721069336","112.23696899414062","","","","","","","5.166666666666667","4","7","110.1673189798991","107.33001708984375","114.19694519042969","9","9","9","112.42454528808594","112.42454528808594","112.42454528808594","5.5","5","6","108.23347091674805","103.59062194824219","112.8763198852539","134.2","131","138","67.51174697875976","63.733951568603516","69.80989837646484","1","1","1","113.29676055908203","112.58258056640625","114.01094055175781"
"19","4.5","4","5","111.1960563659668","108.86600494384766","113.52610778808594","38.375","27","47","104.25276947021484","98.91985321044922","107.55978393554688","102.66666666666667","101","105","79.71770477294922","76.62762451171875","81.75818634033203","4","4","4","110.91381072998047","110.91381072998047","110.91381072998047","7.5","7","8","107.21775817871094","105.88992309570312","108.54559326171875","6","6","6","113.29127502441406","113.29127502441406","113.29127502441406","133","129","136","68.42549324035645","67.60062408447266","69.09806823730469","","","","","",""
"20","5","5","5","106.21548461914062","106.21548461914062","106.21548461914062","34.5","31","38","102.0403938293457","100.64562225341797","104.02445220947266","102.33333333333333","102","103","78.28516387939453","77.54729461669922","79.09109497070312","5.666666666666667","4","8","109.37170664469402","108.46158599853516","109.87342071533203","5","5","5","105.5198974609375","105.5198974609375","105.5198974609375","4.5","3","6","112.46647644042969","110.687744140625","114.24520874023438","136","130","139","67.24626007080079","62.83171081542969","68.87931823730469","","","","","",""
"21","","","","","","","38","32","49","104.20792134602864","101.00810241699219","109.33758544921875","103.5","103","104","80.71601867675781","79.93576049804688","81.49627685546875","5","5","5","110.2636947631836","110.2636947631836","110.2636947631836","7.5","6","9","113.43334197998047","108.88269805908203","117.9839859008789","7","7","7","112.08893966674805","111.30435943603516","112.87351989746094","134.6","131","138","68.28476104736328","66.85371398925781","69.7330551147461","","","","","",""
"22","6","6","6","108.89473724365234","108.89473724365234","108.89473724365234","35.5","28","43","104.0822853088379","101.48839569091797","108.19256591796875","106","106","106","76.84796905517578","76.84796905517578","76.84796905517578","5.333333333333333","5","6","112.14095560709636","108.53863525390625","116.37478637695312","10","10","10","115.1282958984375","115.1282958984375","115.1282958984375","6","6","6","107.3897933959961","107.3897933959961","107.3897933959961","139.33333333333334","139","140","66.58160146077473","65.93156433105469","67.44507598876953","2","2","2","112.21343994140625","112.21343994140625","112.21343994140625"
"23","7","5","9","111.52528762817383","110.18580627441406","112.8647689819336","39.5","33","50","104.08506202697754","101.9002914428711","106.23058319091797","103.5","100","105","78.75879859924316","77.40367126464844","80.12091827392578","7","5","9","110.32836659749348","108.1455078125","112.31011962890625","8.5","8","9","109.98348999023438","107.69120025634766","112.2757797241211","6.333333333333333","4","8","110.05683135986328","105.45004272460938","115.3905029296875","138","133","141","66.2324612935384","62.40982437133789","69.77255249023438","","","","","",""
"24","","","","","","","42.42857142857143","34","47","102.44072614397321","98.54898071289062","104.90165710449219","101","101","101","79.4776840209961","79.4776840209961","79.4776840209961","6.333333333333333","6","7","112.08164469401042","109.19905853271484","114.54344940185547","10.5","10","11","108.31907272338867","105.5226058959961","111.11553955078125","8","8","8","106.3682632446289","106.3682632446289","106.3682632446289","139","136","142","65.74797058105469","65.2205810546875","66.27536010742188","3","3","3","110.53157043457031","110.53157043457031","110.53157043457031"
"25","6.5","6","7","110.97564697265625","110.51797485351562","111.43331909179688","41.8","35","51","102.93483428955078","101.12645721435547","104.87178039550781","106","106","106","77.20365905761719","77.20365905761719","77.20365905761719","6.75","6","8","112.14299583435059","108.90657043457031","114.46635437011719","8.333333333333334","7","10","109.6982192993164","107.29078674316406","112.90190124511719","8.5","8","9","111.06880569458008","110.00182342529297","112.13578796386719","138.5","134","143","67.61919021606445","66.07257080078125","69.16580963134766","","","","","",""
"26","6","6","6","108.72444152832031","108.72444152832031","108.72444152832031","46.5","39","54","103.55966854095459","98.00315856933594","109.27935028076172","105.75","103","107","77.89952659606934","77.14495849609375","79.05899047851562","7.166666666666667","5","9","110.69647725423177","107.5641098022461","113.4228286743164","11","11","11","113.21405792236328","113.21405792236328","113.21405792236328","9.2","7","11","108.09759521484375","105.21267700195312","110.27120971679688","137","135","140","66.19339179992676","64.29112243652344","67.91514587402344","","","","","",""
"27","7.666666666666667","6","10","110.65134684244792","109.10778045654297","111.4852294921875","46.42857142857143","36","55","101.05759538922992","97.3619384765625","104.80213928222656","","","","","","","8","7","9","111.69682312011719","110.97357177734375","112.42007446289062","11","9","12","108.06985473632812","107.31486511230469","109.33180236816406","10","10","10","113.57315826416016","113.57315826416016","113.57315826416016","145","144","146","65.76378885904948","64.56990051269531","66.8870620727539","2.5","2","3","107.50115966796875","107.2870864868164","107.7152328491211"
"28","8","8","8","108.63351440429688","108.63351440429688","108.63351440429688","45.4","41","56","104.33291015625","99.88294219970703","107.81714630126953","105.66666666666667","102","108","78.02974955240886","77.49147033691406","78.46266174316406","8.5","7","10","111.58368682861328","107.56330108642578","115.60407257080078","9","9","9","111.74417114257812","111.74417114257812","111.74417114257812","7.333333333333333","5","9","109.104248046875","105.76377868652344","112.58747100830078","141","138","147","65.5174346923828","64.53301239013672","66.60907745361328","","","","","",""
"29","9","7","11","107.522705078125","106.93180084228516","108.11360931396484","38","38","38","101.9290771484375","101.9290771484375","101.9290771484375","103.5","103","104","77.0528450012207","76.58329772949219","77.52239227294922","8","6","10","111.87928466796875","109.00837707519531","116.0139389038086","11.5","10","13","109.7207145690918","108.71671295166016","110.72471618652344","11.666666666666666","10","13","113.35372161865234","108.8691177368164","117.03871154785156","142.6","137","149","64.8978141784668","62.19663619995117","66.9413833618164","2","2","2","110.08726501464844","110.08726501464844","110.08726501464844"
"30","","","","","","","46.166666666666664","39","53","102.54723103841145","100.7516098022461","103.86347961425781","","","","","","","9","8","10","112.09629567464192","110.79219818115234","113.67887115478516","11.25","10","13","112.22666358947754","109.45329284667969","114.26187896728516","10.25","6","14","110.8139762878418","106.66007995605469","115.58968353271484","145","139","151","65.08700180053711","63.50391387939453","66.92343139648438","3","3","3","109.43399047851562","109.43399047851562","109.43399047851562"
"31","","","","","","","51.09090909090909","45","57","100.97163460471414","97.33787536621094","103.83486938476562","109","109","109","74.03300476074219","74.03300476074219","74.03300476074219","9.5","8","11","109.71933174133301","105.70975494384766","112.25726318359375","11.666666666666666","11","12","112.2034683227539","108.52201080322266","116.74677276611328","11","11","11","110.22822570800781","110.22822570800781","110.22822570800781","141.5","141","142","64.90290451049805","64.89918518066406","64.90662384033203","","","","","",""
"32","7.666666666666667","7","8","109.76560465494792","106.59954833984375","111.63040161132812","52.8","40","60","100.35385284423828","95.71281433105469","102.63081359863281","106","104","108","79.10300827026367","77.64852905273438","80.55748748779297","8","7","9","113.69287109375","110.46490478515625","116.92083740234375","13","12","14","109.50679779052734","108.45100402832031","110.56259155273438","11","11","11","111.81707000732422","111.81707000732422","111.81707000732422","146.5","141","152","64.41992568969727","63.78966522216797","65.05018615722656","4","4","4","109.6195297241211","109.6195297241211","109.6195297241211"
"33","","","","","","","51.875","42","62","102.14867305755615","99.29326629638672","106.45146942138672","108","108","108","76.02095794677734","76.02095794677734","76.02095794677734","9.8","9","11","111.23274536132813","109.5754623413086","116.39573669433594","14","13","15","112.34807840983073","110.90521240234375","113.82059478759766","11.333333333333334","7","15","109.03028361002605","106.95968627929688","111.62462615966797","","","","","","","","","","","",""
"34","10.5","9","12","108.10574340820312","104.83336639404297","111.37812042236328","59.2","50","63","101.33763580322265","96.37076568603516","104.12075805664062","105","105","105","78.72826385498047","78.72826385498047","78.72826385498047","9","9","9","109.49185943603516","108.50835418701172","110.4753646850586","","","","","","","16","16","16","108.31189727783203","108.31189727783203","108.31189727783203","142","142","142","60.947452545166016","60.947452545166016","60.947452545166016","","","","","",""
"35","9","9","9","108.69060897827148","108.66217803955078","108.71903991699219","53.75","45","64","100.34356784820557","95.24456787109375","103.78349304199219","109","109","109","76.93177795410156","76.93177795410156","76.93177795410156","10.5","10","12","110.76703834533691","107.11321258544922","112.8191146850586","13","13","13","110.49766540527344","110.49766540527344","110.49766540527344","","","","","","","153","153","153","63.31475067138672","63.31475067138672","63.31475067138672","","","","","",""
"36","8","8","8","107.36524200439453","107.36524200439453","107.36524200439453","56","47","64","99.17396799723308","97.3052749633789","100.18871307373047","","","","","","","11","10","12","107.15427780151367","106.34415435791016","107.96440124511719","15.2","14","16","109.71882476806641","107.01237487792969","112.06532287597656","12.666666666666666","8","17","110.86095174153645","107.17488098144531","114.73226928710938","142.5","142","143","64.65503692626953","64.45530700683594","64.85476684570312","","","","","",""
"37","10","10","10","109.09107971191406","109.09107971191406","109.09107971191406","62","58","66","97.56680679321289","95.49503326416016","100.97702026367188","108","106","110","76.08170700073242","74.57780456542969","77.58560943603516","","","","","","","15.75","13","17","110.58572769165039","106.88152313232422","114.12773895263672","12","12","12","110.2997055053711","110.2997055053711","110.2997055053711","","","","","","","4","4","4","111.12202072143555","109.61650848388672","112.62753295898438"
"38","11","10","12","110.90957895914714","108.66703796386719","113.37295532226562","64.71428571428571","54","70","97.93362208775112","93.95282745361328","101.00440979003906","106","105","107","77.33387756347656","76.51424407958984","78.15351104736328","10.333333333333334","8","12","108.53671264648438","104.93357849121094","111.70978546142578","14","14","14","110.75861358642578","110.75861358642578","110.75861358642578","","","","","","","148","142","154","63.84228706359863","63.1936149597168","64.49095916748047","3","3","3","115.85518646240234","115.85518646240234","115.85518646240234"
"39","10.666666666666666","9","13","107.05746205647786","103.37689208984375","109.3806381225586","53.375","48","61","102.81768417358398","100.0267333984375","108.96109771728516","109","109","109","75.23615264892578","75.23615264892578","75.23615264892578","11","9","13","110.58665720621745","105.18867492675781","116.61270904541016","18","18","18","108.7567138671875","108.7567138671875","108.7567138671875","14","14","14","109.88613891601562","109.88613891601562","109.88613891601562","149.5","144","155","63.24372673034668","62.942989349365234","63.544464111328125","3","3","3","106.98976135253906","106.98976135253906","106.98976135253906"
"40","11","11","11","112.6122817993164","112.6122817993164","112.6122817993164","63.25","52","72","96.62823486328125","95.39974212646484","99.31916809082031","","","","","","","12","11","13","110.60181172688802","110.51094818115234","110.66737365722656","16.333333333333332","14","18","110.37422943115234","108.11073303222656","112.62824249267578","12.5","12","13","108.5594482421875","106.79071807861328","110.32817840576172","143","143","143","62.38069725036621","60.69632339477539","64.06507110595703","","","","","",""
"41","13","13","13","107.03470611572266","107.03470611572266","107.03470611572266","65.4","53","73","99.15045318603515","95.47946166992188","103.75341796875","110.5","110","111","75.18450927734375","74.78170776367188","75.58731079101562","12.333333333333334","12","13","110.18856811523438","108.83970642089844","112.53697204589844","16.5","15","18","110.41064834594727","108.22119903564453","112.60009765625","16.5","15","18","112.40409469604492","110.62702941894531","114.18115997314453","145","145","145","62.97338104248047","62.97338104248047","62.97338104248047","","","","","",""
"42","12.5","11","14","106.61101913452148","105.4642105102539","107.75782775878906","62.166666666666664","54","74","98.56175994873047","94.63525390625","103.46125793457031","109","108","110","76.66608810424805","75.60721588134766","77.72496032714844","13.5","13","14","112.41238021850586","111.27618408203125","114.5513916015625","17","15","19","106.34896087646484","105.23542785644531","107.46249389648438","11","9","13","109.90185165405273","109.74323272705078","110.06047058105469","149.5","143","156","64.07794380187988","62.57583999633789","65.58004760742188","","","","","",""
"43","11","10","12","107.84405136108398","104.90628814697266","110.78181457519531","65.125","56","75","97.91467666625977","94.75968933105469","101.35681915283203","","","","","","","12","10","14","111.37074788411458","110.9161605834961","111.61671447753906","19","19","19","107.58731079101562","107.58731079101562","107.58731079101562","19","19","19","110.75992584228516","110.75992584228516","110.75992584228516","144","144","144","63.2867431640625","63.2867431640625","63.2867431640625","5","5","5","108.58393859863281","108.58393859863281","108.58393859863281"
"44","12","12","12","112.58319091796875","112.58319091796875","112.58319091796875","70.8","60","77","96.51889190673828","94.26658630371094","99.82928466796875","111","111","111","75.99936294555664","75.18887329101562","76.80985260009766","13.333333333333334","12","15","109.3603286743164","107.9901351928711","111.19791412353516","","","","","","","14","14","14","109.7782211303711","109.7782211303711","109.7782211303711","","","","","","","","","","","",""
"45","13","13","13","111.68653106689453","111.68653106689453","111.68653106689453","76.16666666666667","69","79","94.79034932454427","92.25912475585938","97.99640655517578","106","106","106","76.84111785888672","76.84111785888672","76.84111785888672","12.5","12","13","108.45182800292969","106.44303894042969","110.46061706542969","19","19","19","106.4933090209961","106.4933090209961","106.4933090209961","14","14","14","109.52572631835938","109.52572631835938","109.52572631835938","","","","","","","","","","","",""
"46","15","15","15","109.10954284667969","109.10954284667969","109.10954284667969","70","58","81","95.4513931274414","94.46585845947266","97.11396789550781","110.33333333333333","107","112","75.75938161214192","73.85385131835938","78.64768981933594","14.5","14","15","109.84373664855957","108.80374908447266","111.10872650146484","16","16","16","106.07810974121094","106.07810974121094","106.07810974121094","16","16","16","110.0989990234375","110.0989990234375","110.0989990234375","144.66666666666666","144","146","62.67894617716471","60.961456298828125","65.65336608886719","","","","","",""
"47","","","","","","","68.71428571428571","62","82","97.00409153529576","91.94255828857422","99.90152740478516","","","","","","","14","13","15","109.01756032307942","106.46156311035156","112.2333984375","18","16","20","107.34043502807617","104.60609436035156","110.07477569580078","10","10","10","109.85904693603516","109.85904693603516","109.85904693603516","","","","","","","5","5","5","113.31450653076172","113.31450653076172","113.31450653076172"
"48","12.5","11","14","109.37184143066406","108.12351989746094","110.69964599609375","71","59","83","96.22565460205078","95.11566925048828","98.59159088134766","108","108","108","74.930419921875","74.930419921875","74.930419921875","13.333333333333334","11","16","109.96829477945964","107.15348815917969","112.47012329101562","20","20","20","106.71790313720703","106.71790313720703","106.71790313720703","17","17","17","108.58301544189453","108.58301544189453","108.58301544189453","","","","","","","5","5","5","112.48609161376953","112.48609161376953","112.48609161376953"
"49","16","16","16","109.79228973388672","109.79228973388672","109.79228973388672","75.6","60","84","95.90644226074218","92.52487182617188","100.92262268066406","109","109","109","74.8930435180664","74.8930435180664","74.8930435180664","15.666666666666666","15","16","108.38304646809895","106.1353759765625","110.14534759521484","18.5","17","20","107.61730575561523","106.76183319091797","108.4727783203125","13.666666666666666","11","15","109.11452738444011","105.99717712402344","110.7422103881836","","","","","","","4","4","4","109.76896667480469","109.76896667480469","109.76896667480469"
"50","15","15","15","112.7520751953125","112.7520751953125","112.7520751953125","73.75","61","85","94.36331176757812","91.93183898925781","97.43956756591797","110.5","109","112","76.0106315612793","75.68338775634766","76.33787536621094","14.666666666666666","14","16","109.1581522623698","107.94469451904297","109.97706604003906","19.666666666666668","17","21","110.73043060302734","108.64509582519531","113.16991424560547","16","16","16","110.7909927368164","110.7909927368164","110.7909927368164","145","145","145","65.15027618408203","65.15027618408203","65.15027618408203","","","","","",""
