"ray/tune/custom_metrics/real_step_mean","threshold_type: hard - _step","threshold_type: hard - _step__MIN","threshold_type: hard - _step__MAX","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: 10 - _step","threshold_type: 10 - _step__MIN","threshold_type: 10 - _step__MAX","threshold_type: 10 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 10 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 10 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: 7 - _step","threshold_type: 7 - _step__MIN","threshold_type: 7 - _step__MAX","threshold_type: 7 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 7 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 7 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: 5 - _step","threshold_type: 5 - _step__MIN","threshold_type: 5 - _step__MAX","threshold_type: 5 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 5 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 5 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: 3 - _step","threshold_type: 3 - _step__MIN","threshold_type: 3 - _step__MAX","threshold_type: 3 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 3 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 3 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean__MAX"
"44.369998931884766","","","","","","","1","1","1","110.93830871582031","110.93830871582031","110.93830871582031","","","","","","","","","","","","","","","","","","","","","","","",""
"46.83000183105469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","103.17987823486328","103.17987823486328","103.17987823486328"
"47.290000915527344","","","","","","","","","","","","","2","2","2","106.83566284179688","106.83566284179688","106.83566284179688","","","","","","","","","","","","","","","","","",""
"49.83000183105469","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","110.28504180908203","110.28504180908203","110.28504180908203","","","","","",""
"50.494998931884766","0","0","0","113.8876953125","113.8876953125","113.8876953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55.029998779296875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","106.46266174316406","106.46266174316406","106.46266174316406"
"57.400001525878906","","","","","","","","","","","","","","","","","","","4","4","4","107.86734771728516","107.86734771728516","107.86734771728516","","","","","","","","","","","",""
"60.40999984741211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","103.14620971679688","103.14620971679688","103.14620971679688"
"62.7400016784668","","","","","","","","","","","","","","","","","","","","","","","","","7","7","7","110.83976745605469","110.83976745605469","110.83976745605469","","","","","",""
"64.9800033569336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","105.65117645263672","105.65117645263672","105.65117645263672"
"68.91000366210938","","","","","","","","","","","","","","","","","","","5","5","5","105.30551147460938","105.30551147460938","105.30551147460938","","","","","","","","","","","",""
"69.88999938964844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","101.9488296508789","101.9488296508789","101.9488296508789"
"71.79000091552734","","","","","","","","","","","","","3","3","3","105.2182846069336","105.2182846069336","105.2182846069336","","","","","","","","","","","","","","","","","",""
"74.05999755859375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","16","16","100.42609405517578","100.42609405517578","100.42609405517578"
"74.33999633789062","","","","","","","","","","","","","","","","","","","","","","","","","8","8","8","106.73416900634766","106.73416900634766","106.73416900634766","","","","","",""
"77.41000366210938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","17","17","97.6025161743164","97.6025161743164","97.6025161743164"
"78.02999877929688","","","","","","","2","2","2","112.72098541259766","112.72098541259766","112.72098541259766","","","","","","","","","","","","","","","","","","","","","","","",""
"81.9800033569336","","","","","","","","","","","","","","","","","","","6","6","6","108.13609313964844","108.13609313964844","108.13609313964844","","","","","","","","","","","",""
"85.08000183105469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","18","18","99.68191528320312","99.68191528320312","99.68191528320312"
"85.97000122070312","","","","","","","","","","","","","","","","","","","","","","","","","9","9","9","97.78226470947266","97.78226470947266","97.78226470947266","","","","","",""
"91.02999877929688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19","19","99.42892456054688","99.42892456054688","99.42892456054688"
"95.18000030517578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","20","98.49767303466797","98.49767303466797","98.49767303466797"
"96.44999694824219","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","104.086669921875","104.086669921875","104.086669921875","","","","","",""
"96.56999969482422","","","","","","","","","","","","","","","","","","","7","7","7","107.83528900146484","107.83528900146484","107.83528900146484","","","","","","","","","","","",""
"96.73999786376953","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","21","99.9188461303711","99.9188461303711","99.9188461303711"
"99.58000183105469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","22","22","105.46106719970703","105.46106719970703","105.46106719970703"
"100.2699966430664","","","","","","","","","","","","","4","4","4","108.04612731933594","108.04612731933594","108.04612731933594","","","","","","","","","","","","","","","","","",""
"100.8499984741211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","23","23","98.75450897216797","98.75450897216797","98.75450897216797"
"101.8499984741211","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","105.29602813720703","105.29602813720703","105.29602813720703","","","","","",""
"102.93000030517578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","95.44820404052734","95.44820404052734","95.44820404052734"
"105.20999908447266","","","","","","","3","3","3","110.24856567382812","110.24856567382812","110.24856567382812","","","","","","","","","","","","","","","","","","","","","","","",""
"106.05999755859375","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","103.4386978149414","103.4386978149414","103.4386978149414","","","","","",""
"110.81999969482422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","99.71257019042969","99.71257019042969","99.71257019042969"
"110.88999938964844","","","","","","","","","","","","","","","","","","","8","8","8","111.23786163330078","111.23786163330078","111.23786163330078","","","","","","","","","","","",""
"115.25","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","101.93174743652344","101.93174743652344","101.93174743652344","","","","","",""
"116.30000305175781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","99.46583557128906","99.46583557128906","99.46583557128906"
"120.80999755859375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","93.76714324951172","93.76714324951172","93.76714324951172"
"121.16999816894531","","","","","","","","","","","","","5","5","5","113.83891296386719","113.83891296386719","113.83891296386719","","","","","","","","","","","","","","","","","",""
"123.05999755859375","","","","","","","","","","","","","","","","","","","9","9","9","117.77763366699219","117.77763366699219","117.77763366699219","","","","","","","","","","","",""
"124.69999694824219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","101.53785705566406","101.53785705566406","101.53785705566406"
"126.41000366210938","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","103.2151107788086","103.2151107788086","103.2151107788086","","","","","",""
"128.92999267578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","97.10211181640625","97.10211181640625","97.10211181640625"
"129.3699951171875","","","","","","","4","4","4","109.853515625","109.853515625","109.853515625","","","","","","","","","","","","","","","","","","","","","","","",""
"133.4600067138672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","98.2198486328125","98.2198486328125","98.2198486328125"
"135.97999572753906","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","104.06505584716797","104.06505584716797","104.06505584716797","","","","","",""
"137.82000732421875","","","","","","","","","","","","","","","","","","","10","10","10","105.10468292236328","105.10468292236328","105.10468292236328","","","","","","","","","","","",""
"138.61000061035156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","99.69868469238281","99.69868469238281","99.69868469238281"
"141.66000366210938","","","","","","","","","","","","","6","6","6","110.78434753417969","110.78434753417969","110.78434753417969","","","","","","","","","","","","","","","","","",""
"141.97000122070312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","32","32","101.46074676513672","101.46074676513672","101.46074676513672"
"142.99000549316406","","","","","","","","","","","","","","","","","","","","","","","","","16","16","16","101.18883514404297","101.18883514404297","101.18883514404297","","","","","",""
"146.50999450683594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","92.835693359375","92.835693359375","92.835693359375"
"150.5","1","1","1","113.84866333007812","113.84866333007812","113.84866333007812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"152.85000610351562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","90.59088897705078","90.59088897705078","90.59088897705078"
"153.1300048828125","","","","","","","","","","","","","","","","","","","","","","","","","17","17","17","107.58650207519531","107.58650207519531","107.58650207519531","","","","","",""
"154.6300048828125","","","","","","","","","","","","","","","","","","","11","11","11","107.29634094238281","107.29634094238281","107.29634094238281","","","","","","","","","","","",""
"160.02999877929688","","","","","","","","","","","","","7","7","7","106.8863296508789","106.8863296508789","106.8863296508789","","","","","","","","","","","","","","","","","",""
"160.57000732421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","97.1234130859375","97.1234130859375","97.1234130859375"
"161.4199981689453","","","","","","","5","5","5","109.68363189697266","109.68363189697266","109.68363189697266","","","","","","","","","","","","","","","","","","","","","","","",""
"162.5500030517578","","","","","","","","","","","","","","","","","","","","","","","","","18","18","18","105.44200134277344","105.44200134277344","105.44200134277344","","","","","",""
"163.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","92.96720886230469","92.96720886230469","92.96720886230469"
"165.63999938964844","","","","","","","","","","","","","","","","","","","12","12","12","105.02922058105469","105.02922058105469","105.02922058105469","","","","","","","","","","","",""
"167.41000366210938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","100.4264907836914","100.4264907836914","100.4264907836914"
"173.07000732421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","94.39873504638672","94.39873504638672","94.39873504638672"
"174.92999267578125","","","","","","","","","","","","","","","","","","","","","","","","","19","19","19","103.1855239868164","103.1855239868164","103.1855239868164","","","","","",""
"179.6999969482422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","96.88885498046875","96.88885498046875","96.88885498046875"
"182.3300018310547","","","","","","","","","","","","","","","","","","","","","","","","","20","20","20","109.94931030273438","109.94931030273438","109.94931030273438","","","","","",""
"183.6999969482422","","","","","","","","","","","","","8","8","8","102.85974884033203","102.85974884033203","102.85974884033203","","","","","","","","","","","","","","","","","",""
"183.88999938964844","","","","","","","","","","","","","","","","","","","13","13","13","100.94737243652344","100.94737243652344","100.94737243652344","","","","","","","","","","","",""
"186.39999389648438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","97.2789077758789","97.2789077758789","97.2789077758789"
"192.3699951171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","98.46054077148438","98.46054077148438","98.46054077148438"
"192.5399932861328","","","","","","","","","","","","","","","","","","","","","","","","","21","21","21","100.71843719482422","100.71843719482422","100.71843719482422","","","","","",""
"195.3800048828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","92.20308685302734","92.20308685302734","92.20308685302734"
"197.30999755859375","","","","","","","6","6","6","109.25468444824219","109.25468444824219","109.25468444824219","","","","","","","","","","","","","","","","","","","","","","","",""
"198.61000061035156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","97.8169937133789","97.8169937133789","97.8169937133789"
"199.4499969482422","","","","","","","","","","","","","","","","","","","","","","","","","22","22","22","100.08309936523438","100.08309936523438","100.08309936523438","","","","","",""
"199.66000366210938","","","","","","","","","","","","","","","","","","","14","14","14","102.7105941772461","102.7105941772461","102.7105941772461","","","","","","","","","","","",""
"202.33999633789062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","91.87338256835938","91.87338256835938","91.87338256835938"
"206.3000030517578","","","","","","","","","","","","","9","9","9","104.67617797851562","104.67617797851562","104.67617797851562","","","","","","","","","","","","","","","","","",""
"207.1699981689453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","90.79856872558594","90.79856872558594","90.79856872558594"
"208.08999633789062","","","","","","","","","","","","","","","","","","","","","","","","","23","23","23","106.46186828613281","106.46186828613281","106.46186828613281","","","","","",""
"212.99000549316406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","93.5462646484375","93.5462646484375","93.5462646484375"
"213.55999755859375","","","","","","","","","","","","","","","","","","","15","15","15","110.67758178710938","110.67758178710938","110.67758178710938","","","","","","","","","","","",""
"219.3000030517578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","47","47","95.80148315429688","95.80148315429688","95.80148315429688"
"219.5399932861328","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","98.6851806640625","98.6851806640625","98.6851806640625","","","","","",""
"225.72000122070312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","48","48","90.83353424072266","90.83353424072266","90.83353424072266"
"227.0399932861328","","","","","","","","","","","","","10","10","10","106.8125228881836","106.8125228881836","106.8125228881836","","","","","","","","","","","","","","","","","",""
"231.08999633789062","","","","","","","7","7","7","111.87432098388672","111.87432098388672","111.87432098388672","","","","","","","","","","","","","","","","","","","","","","","",""
"233.82000732421875","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","98.33405303955078","98.33405303955078","98.33405303955078","","","","","",""
"233.85000610351562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","49","49","87.8019790649414","87.8019790649414","87.8019790649414"
"237.5399932861328","","","","","","","","","","","","","","","","","","","16","16","16","103.69107055664062","103.69107055664062","103.69107055664062","","","","","","","","","","","",""
"238.63999938964844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","50","93.56428527832031","93.56428527832031","93.56428527832031"
"246.86000061035156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","51","51","86.71967315673828","86.71967315673828","86.71967315673828"
"248.55999755859375","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","98.69381713867188","98.69381713867188","98.69381713867188","","","","","",""
"250.5","2","2","2","110.34724426269531","110.34724426269531","110.34724426269531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250.8300018310547","","","","","","","","","","","","","","","","","","","17","17","17","109.93761444091797","109.93761444091797","109.93761444091797","","","","","","","","","","","",""
"251.27999877929688","","","","","","","","","","","","","11","11","11","107.36695861816406","107.36695861816406","107.36695861816406","","","","","","","","","","","","","","","","","",""
"252.83999633789062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","52","52","90.3207015991211","90.3207015991211","90.3207015991211"
"258.5799865722656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","53","53","86.44602966308594","86.44602966308594","86.44602966308594"
"261.6700134277344","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","105.6729507446289","105.6729507446289","105.6729507446289","","","","","",""
"262.75","","","","","","","","","","","","","","","","","","","18","18","18","106.36875915527344","106.36875915527344","106.36875915527344","","","","","","","","","","","",""
"265.7099914550781","","","","","","","8","8","8","110.1877212524414","110.1877212524414","110.1877212524414","","","","","","","","","","","","","","","","","","","","","","","",""
"266.9599914550781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","54","54","87.74065399169922","87.74065399169922","87.74065399169922"
"271.9200134277344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","55","55","87.52056884765625","87.52056884765625","87.52056884765625"
"273.3999938964844","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","100.86947631835938","100.86947631835938","100.86947631835938","","","","","",""
"275.94000244140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","56","56","91.91685485839844","91.91685485839844","91.91685485839844"
"276.739990234375","","","","","","","","","","","","","12","12","12","105.07788848876953","105.07788848876953","105.07788848876953","","","","","","","","","","","","","","","","","",""
"278.1300048828125","","","","","","","","","","","","","","","","","","","19","19","19","112.29694366455078","112.29694366455078","112.29694366455078","","","","","","","","","","","",""
"281.2799987792969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","57","57","85.56781768798828","85.56781768798828","85.56781768798828"
"282.75","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","97.87521362304688","97.87521362304688","97.87521362304688","","","","","",""
"290.80999755859375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","58","58","92.62027740478516","92.62027740478516","92.62027740478516"
"292.1199951171875","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","94.70060729980469","94.70060729980469","94.70060729980469","","","","","",""
"294.9599914550781","","","","","","","","","","","","","","","","","","","20","20","20","103.36068725585938","103.36068725585938","103.36068725585938","","","","","","","","","","","",""
"296.3299865722656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","59","59","88.05406188964844","88.05406188964844","88.05406188964844"
"300.7099914550781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","60","60","88.13085174560547","88.13085174560547","88.13085174560547"
"301.8800048828125","","","","","","","9","9","9","102.29014587402344","102.29014587402344","102.29014587402344","","","","","","","","","","","","","","","","","","","","","","","",""
"301.9700012207031","","","","","","","","","","","","","13","13","13","104.53022766113281","104.53022766113281","104.53022766113281","","","","","","","","","","","","","","","","","",""
"305.1499938964844","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","96.87073516845703","96.87073516845703","96.87073516845703","","","","","",""
"305.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","61","61","87.24267578125","87.24267578125","87.24267578125"
"310.8999938964844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","62","62","87.03595733642578","87.03595733642578","87.03595733642578"
"315.4700012207031","","","","","","","","","","","","","","","","","","","21","21","21","105.09762573242188","105.09762573242188","105.09762573242188","","","","","","","","","","","",""
"315.7699890136719","","","","","","","","","","","","","","","","","","","","","","","","","32","32","32","93.26762390136719","93.26762390136719","93.26762390136719","","","","","",""
"316.8800048828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","63","63","85.61701965332031","85.61701965332031","85.61701965332031"
"322.1700134277344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","64","64","85.16216278076172","85.16216278076172","85.16216278076172"
"326.2799987792969","","","","","","","","","","","","","14","14","14","108.9347152709961","108.9347152709961","108.9347152709961","","","","","","","","","","","","","","","","","",""
"330.1300048828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","65","65","87.09764862060547","87.09764862060547","87.09764862060547"
"332.79998779296875","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","98.5509262084961","98.5509262084961","98.5509262084961","","","","","",""
"334.9200134277344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","66","66","82.55860137939453","82.55860137939453","82.55860137939453"
"336.1099853515625","","","","","","","","","","","","","","","","","","","22","22","22","93.52645111083984","93.52645111083984","93.52645111083984","","","","","","","","","","","",""
"340.67999267578125","","","","","","","10","10","10","107.7093276977539","107.7093276977539","107.7093276977539","","","","","","","","","","","","","","","","","","","","","","","",""
"340.70001220703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","67","67","89.21688842773438","89.21688842773438","89.21688842773438"
"340.7900085449219","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","103.58056640625","103.58056640625","103.58056640625","","","","","",""
"345.0199890136719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","68","68","83.95794677734375","83.95794677734375","83.95794677734375"
"348.2300109863281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","69","69","85.1275863647461","85.1275863647461","85.1275863647461"
"350.5","3","3","3","110.70216369628906","110.70216369628906","110.70216369628906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"352.8699951171875","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","90.91840362548828","90.91840362548828","90.91840362548828","","","","","",""
"352.9800109863281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","70","70","83.51840209960938","83.51840209960938","83.51840209960938"
"353.5400085449219","","","","","","","","","","","","","","","","","","","23","23","23","102.51030731201172","102.51030731201172","102.51030731201172","","","","","","","","","","","",""
"354.44000244140625","","","","","","","","","","","","","15","15","15","102.81270599365234","102.81270599365234","102.81270599365234","","","","","","","","","","","","","","","","","",""
"359.1499938964844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","71","71","88.464111328125","88.464111328125","88.464111328125"
"364.489990234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","72","72","76.71708679199219","76.71708679199219","76.71708679199219"
"367.260009765625","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","101.0784912109375","101.0784912109375","101.0784912109375","","","","","",""
"369.4800109863281","","","","","","","","","","","","","","","","","","","24","24","24","106.43486785888672","106.43486785888672","106.43486785888672","","","","","","","","","","","",""
"369.79998779296875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","73","73","85.51911926269531","85.51911926269531","85.51911926269531"
"371.07000732421875","","","","","","","11","11","11","110.11433410644531","110.11433410644531","110.11433410644531","","","","","","","","","","","","","","","","","","","","","","","",""
"373.1199951171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","74","74","85.49822235107422","85.49822235107422","85.49822235107422"
"376.5400085449219","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","95.51690673828125","95.51690673828125","95.51690673828125","","","","","",""
"379.989990234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","75","80.14143371582031","80.14143371582031","80.14143371582031"
"381.6099853515625","","","","","","","","","","","","","16","16","16","101.94440460205078","101.94440460205078","101.94440460205078","","","","","","","","","","","","","","","","","",""
"385.6400146484375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","76","76","82.54133605957031","82.54133605957031","82.54133605957031"
"385.8800048828125","","","","","","","","","","","","","","","","","","","25","25","25","105.69924926757812","105.69924926757812","105.69924926757812","","","","","","","","","","","",""
